best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period
0.0,9.0,0.0,499.32,ETH-23FEB24,2310.99,68.58,0.0,0.0,0.8035,0.0,0.5225,0.4285,,"[[0.8035, 9.0]]",[],0.464882,ETH-23FEB24-3400-P,0.4717,2302.76,5968329157,1706969680536,-1.82736,-0.24036,0.13837,7e-05,-0.99039,0.0,0.0,,,,month
200.0,286.0,68.98,74.72,ETH-23FEB24,2310.99,71.85,0.0,0.0003,0.0006,75.0,0.015,0.0001,0.0004,"[[0.0006, 286.0], [0.0008, 360.0], [0.0011, 2.0], [0.0027, 4.0]]","[[0.0003, 200.0], [0.0002, 200.0], [0.0001, 575.0]]",0.000313,ETH-23FEB24-3500-C,0.0004,2302.76,5968329475,1706969680535,0.00969,-0.2187,0.12017,6e-05,0.00818,4.64,5.0,0.0,0.0004,0.0004,month
0.0,8.0,0.0,499.21,ETH-23FEB24,2310.99,71.85,0.0,0.0,0.839,17.0,0.567,0.4705,0.4645,"[[0.839, 8.0]]",[],0.50792,ETH-23FEB24-3500-P,0.5149,2302.76,5968328980,1706969680534,-1.88315,-0.2187,0.12017,6e-05,-0.99182,0.0,0.0,,,,month
639.0,140.0,65.55,77.34,ETH-23FEB24,2310.99,71.85,0.0,0.0001,0.0005,326.0,0.015,0.0001,0.0004,"[[0.0005, 140.0], [0.0007, 720.0], [0.0015, 720.0], [0.0016, 2.0], [0.02, 6.0]]","[[0.0001, 639.0]]",0.000213,ETH-23FEB24-3600-C,0.0003,2302.76,5968329788,1706969680536,0.00605,-0.14385,0.07904,4e-05,0.0051,232.21,250.0,0.0,0.0004,0.0004,month
0.0,8.0,0.0,499.35,ETH-23FEB24,2310.99,71.85,0.0,0.0,0.875,0.0,0.6105,0.5125,0.5145,"[[0.875, 8.0]]",[],0.550894,ETH-23FEB24-3600-P,0.558,2302.76,5968329239,1706969680534,-1.94087,-0.14385,0.07904,4e-05,-0.9949,0.0,0.0,,,,month
402.0,3.0,72.61,77.47,ETH-23FEB24,2310.98,78.52,0.0,0.0001,0.0002,158.0,0.015,0.0001,0.0005,"[[0.0002, 3.0], [0.0003, 3.0], [0.0006, 360.0], [0.0007, 2.0], [0.0014, 720.0]]","[[0.0001, 402.0]]",0.0002,ETH-23FEB24-3800-C,0.0002,2302.66,5968329759,1706969682549,0.00501,-0.13343,0.06709,3e-05,0.00424,342.59,500.0,400.0,0.0001,0.0005,month
0.0,8.0,0.0,499.33,ETH-23FEB24,2310.98,78.52,0.0,0.0,0.9475,0.0,0.6995,0.5965,,"[[0.9475, 8.0]]",[],0.63703,ETH-23FEB24-3800-P,0.6445,2302.66,5968329240,1706969682548,-2.05007,-0.13343,0.06709,3e-05,-0.99576,0.0,0.0,,,,month
12.0,50.0,79.25,87.93,ETH-23FEB24,2310.85,82.83,0.0,0.0001,0.0003,126.0,0.015,0.0001,0.0003,"[[0.0003, 50.0], [0.0005, 2.0], [0.0085, 1.0], [0.01, 2.0]]","[[0.0001, 12.0]]",0.000163,ETH-23FEB24-4000-C,0.0002,2302.7,5968329912,1706969683555,0.00349,-0.10189,0.04857,2e-05,0.00296,0.0,0.0,,,,month
0.0,7.0,0.0,499.29,ETH-23FEB24,2310.85,82.83,0.0,0.0,1.021,0.0,0.7885,0.681,0.573,"[[1.021, 7.0]]",[],0.723143,ETH-23FEB24-4000-P,0.731,2302.7,5968329373,1706969683555,-2.15975,-0.10189,0.04857,2e-05,-0.99704,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-23FEB24,2310.85,100.0,0.0,0.0,0.0,0.0,0.015,0.0001,0.1325,[],[],0.000225,ETH-23FEB24-4500-C,0.0002,2302.7,5962426857,1706969683555,0.00348,-0.12393,0.04893,2e-05,0.00298,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-23FEB24,2310.88,100.0,0.0,0.0,0.0,0.0,1.013,0.891,,[],[],0.938577,ETH-23FEB24-4500-P,0.9475,2302.72,5962426760,1706969684563,-2.43016,-0.12395,0.04893,2e-05,-0.99702,0.0,0.0,,,,month
0.0,20.0,0.0,118.3,ETH-23FEB24,2310.88,100.0,0.0,0.0,0.0003,43.0,0.015,0.0001,0.0027,"[[0.0003, 20.0], [0.0004, 1.0], [0.003, 6.0], [0.004, 1.0]]",[],4.7e-05,ETH-23FEB24-5000-C,0.0,2302.72,5968329539,1706969684563,0.0008,-0.03219,0.01271,0.0,0.00068,0.0,0.0,,,,month
0.0,6.0,0.0,499.12,ETH-23FEB24,2310.9,100.0,0.0,0.0,1.3995,0.0,1.233,1.101,1.145,"[[1.3995, 6.0]]",[],1.153772,ETH-23FEB24-5000-P,1.1637,2302.73,5968329238,1706969685570,-2.70325,-0.03219,0.01271,0.0,-0.99932,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-23FEB24,2310.9,100.0,0.0,0.0,0.0,0.0,0.015,0.0001,0.1066,[],[],1e-05,ETH-23FEB24-5500-C,0.0,2302.73,5962426748,1706969685569,0.00018,-0.00797,0.00314,0.0,0.00015,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-23FEB24,2310.9,100.0,0.0,0.0,0.0,0.0,1.4545,1.311,0.9,[],[],1.369107,ETH-23FEB24-5500-P,1.3801,2302.73,5962426909,1706969685570,-2.97428,-0.00797,0.00314,0.0,-0.99985,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-23FEB24,2310.9,100.0,0.0,0.0,0.0,0.0,0.015,0.0001,0.0001,[],[],2e-06,ETH-23FEB24-6000-C,0.0,2302.73,5962426923,1706969685570,4e-05,-0.00192,0.00076,0.0,3e-05,0.0,0.0,,,,month
0.0,77.0,0.0,0.0,ETH-23FEB24,2310.9,100.0,0.0,0.0,1.516,78.0,1.677,1.521,1.6155,"[[1.516, 77.0]]",[],1.584471,ETH-23FEB24-6000-P,1.5964,2302.73,5967193193,1706969685570,-3.24482,-0.00192,0.00076,0.0,-0.99997,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.644,50.0,0.0,0.0,0.0,0.0,0.335,0.288,,[],[],0.312097,ETH-1MAR24-1600-C,0.3089,2302.76,5961676768,1706969687584,1.16758,-0.04686,0.05013,3e-05,0.99741,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.644,50.0,0.0,0.0,0.0,0.0,0.015,0.0001,,[],[],0.000101,ETH-1MAR24-1600-P,0.0001,2302.76,5961676541,1706969687584,-0.00457,-0.04686,0.05013,3e-05,-0.00259,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.644,50.0,0.0,0.0,0.0,0.0,0.2975,0.2435,,[],[],0.269416,ETH-1MAR24-1700-C,0.266,2302.76,5961676558,1706969687584,1.22865,-0.14834,0.15866,8e-05,0.99057,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.674,50.0,0.0,0.0,0.0,0.0,0.0175,0.0001,,[],[],0.00042,ETH-1MAR24-1700-P,0.0004,2302.83,5961676775,1706969688591,-0.01675,-0.14831,0.15863,8e-05,-0.00943,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.674,50.0,0.0,0.0,0.0,0.0,0.262,0.2005,,[],[],0.227372,ETH-1MAR24-1800-C,0.2238,2302.83,5961676857,1706969688591,1.2703,-0.36574,0.39119,0.0002,0.97294,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.674,50.0,0.0,0.0,0.0,0.0,0.027,0.0001,,[],[],0.001377,ETH-1MAR24-1800-P,0.0015,2302.83,5961676708,1706969688591,-0.04837,-0.36574,0.39119,0.0002,-0.02706,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.744,50.0,0.0,0.0,0.0,0.0,0.229,0.1595,,[],[],0.186706,ETH-1MAR24-1900-C,0.1831,2302.86,5961676506,1706969689598,1.27769,-0.72869,0.7794,0.0004,0.93657,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.744,50.0,0.0,0.0,0.0,0.0,0.0395,0.0001,,[],[],0.003711,ETH-1MAR24-1900-P,0.0039,2302.86,5961676640,1706969689597,-0.11423,-0.72869,0.7794,0.0004,-0.06343,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.744,50.0,0.0,0.0,0.0,0.0,0.198,0.122,,[],[],0.148482,ETH-1MAR24-2000-C,0.1449,2302.86,5961676602,1706969689597,1.23705,-1.2096,1.29377,0.00066,0.87444,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.774,50.0,0.0,0.0,0.0,0.0,0.0545,0.0001,,[],[],0.008487,ETH-1MAR24-2000-P,0.009,2302.87,5961676661,1706969690604,-0.2281,-1.20948,1.29364,0.00066,-0.12554,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.774,50.0,0.0,0.0,0.0,0.0,0.17,0.0895,,[],[],0.113915,ETH-1MAR24-2100-C,0.1106,2302.87,5961676505,1706969690605,1.14268,-1.71426,1.83354,0.00093,0.78441,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.774,50.0,0.0,0.0,0.0,0.0,0.0735,0.0028,,[],[],0.01692,ETH-1MAR24-2100-P,0.0178,2302.87,5961676854,1706969690605,-0.39576,-1.71426,1.83354,0.00093,-0.21559,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.784,50.0,0.0,0.0,0.0,0.0,0.145,0.0625,,[],[],0.08407,ETH-1MAR24-2200-C,0.0811,2302.9,5961676583,1706969691613,1.00089,-2.11802,2.2654,0.00115,0.67129,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.784,50.0,0.0,0.0,0.0,0.0,0.095,0.0165,,[],[],0.030075,ETH-1MAR24-2200-P,0.0315,2302.9,5961676696,1706969691612,-0.61081,-2.11802,2.2654,0.00115,-0.32871,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.814,50.0,0.0,0.0,0.0,0.0,0.1225,0.0415,,[],[],0.059587,ETH-1MAR24-2300-C,0.057,2302.91,5961676582,1706969692619,0.82889,-2.32148,2.48302,0.00127,0.54582,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.814,50.0,0.0,0.0,0.0,0.0,0.12,0.0355,,[],[],0.048593,ETH-1MAR24-2300-P,0.0506,2302.91,5961676569,1706969692619,-0.85607,-2.32148,2.48302,0.00127,-0.45418,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.814,50.0,0.0,0.0,0.0,0.0,0.103,0.0235,,[],[],0.040544,ETH-1MAR24-2400-C,0.0385,2302.91,5961676840,1706969692619,0.64865,-2.29092,2.45033,0.00125,0.42098,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.814,50.0,0.0,0.0,0.0,0.0,0.1475,0.056,,[],[],0.07255,ETH-1MAR24-2400-P,0.0753,2302.91,5961676467,1706969692618,-1.10957,-2.29092,2.45033,0.00125,-0.57902,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.814,50.0,0.0,0.0,0.0,0.0,0.086,0.01,0.011,[],[],0.026496,ETH-1MAR24-2500-C,0.0249,2302.91,5967193138,1706969692618,0.48035,-2.06127,2.2047,0.00112,0.30818,6344.14,250.0,0.0,0.011,0.011,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.814,50.0,0.0,0.0,0.0,0.0,0.1775,0.081,,[],[],0.101503,ETH-1MAR24-2500-P,0.1049,2302.91,5961676716,1706969692619,-1.35113,-2.06127,2.2047,0.00112,-0.69182,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.824,50.0,0.0,0.0,0.0,0.0,0.071,0.0006,,[],[],0.016653,ETH-1MAR24-2600-C,0.0155,2302.84,5961676724,1706969694633,0.3375,-1.70942,1.82837,0.00093,0.21453,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.824,50.0,0.0,0.0,0.0,0.0,0.21,0.1115,,[],[],0.134659,ETH-1MAR24-2600-P,0.1387,2302.84,5961676706,1706969694634,-1.56724,-1.70942,1.82837,0.00093,-0.78547,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.754,50.0,0.0,0.0,0.0,0.0,0.0585,0.0001,,[],[],0.010084,ETH-1MAR24-2700-C,0.0093,2302.95,5961676517,1706969695639,0.22561,-1.31847,1.41021,0.00072,0.14233,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.754,50.0,0.0,0.0,0.0,0.0,0.2445,0.1455,,[],[],0.17109,ETH-1MAR24-2700-P,0.1757,2302.95,5961676887,1706969695642,-1.75239,-1.31847,1.41021,0.00072,-0.85767,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.048,0.0001,,[],[],0.005895,ETH-1MAR24-2800-C,0.0054,2302.9,5961676564,1706969696647,0.14419,-0.95444,1.02085,0.00052,0.0904,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.2805,0.182,,[],[],0.209902,ETH-1MAR24-2800-P,0.215,2302.9,5961676495,1706969696648,-1.90706,-0.95444,1.02085,0.00052,-0.9096,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.0395,0.0001,,[],[],0.003335,ETH-1MAR24-2900-C,0.003,2302.9,5961676426,1706969696647,0.08829,-0.65229,0.69768,0.00036,0.05507,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.3185,0.2205,,[],[],0.250342,ETH-1MAR24-2900-P,0.2558,2302.9,5961676707,1706969696647,-2.03623,-0.65229,0.69768,0.00036,-0.94493,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.032,0.0001,,[],[],0.00183,ETH-1MAR24-3000-C,0.0016,2302.9,5961676595,1706969696647,0.052,-0.42365,0.45313,0.00023,0.0323,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.3575,0.261,,[],[],0.291837,ETH-1MAR24-3000-P,0.2976,2302.9,5961676648,1706969696647,-2.14577,-0.42365,0.45313,0.00023,-0.9677,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.026,0.0001,,[],[],0.000976,ETH-1MAR24-3100-C,0.0009,2302.9,5961676764,1706969696648,0.02956,-0.2629,0.2812,0.00014,0.01829,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.864,50.0,0.0,0.0,0.0,0.0,0.3975,0.3015,,[],[],0.333984,ETH-1MAR24-3100-P,0.34,2302.9,5961676539,1706969696647,-2.24147,-0.2629,0.2812,0.00014,-0.98171,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.776,50.0,0.0,0.0,0.0,0.0,0.0205,0.0001,,[],[],0.000507,ETH-1MAR24-3200-C,0.0004,2302.89,0,1706969699669,0.01626,-0.15652,0.16741,9e-05,0.01003,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,SYN.ETH-1MAR24,2314.776,50.0,0.0,0.0,0.0,0.0,0.4385,0.343,,[],[],0.376515,ETH-1MAR24-3200-P,0.3829,2302.89,0,1706969699668,-2.32803,-0.15652,0.16741,9e-05,-0.98997,0.0,0.0,,,,week
341.0,341.0,0.0,118.22,ETH-29MAR24,2329.8,85.7,0.0,0.5665,0.5745,42.0,0.5875,0.5565,0.759,"[[0.5745, 341.0], [0.575, 341.0]]","[[0.5665, 341.0]]",0.573342,ETH-29MAR24-1000-C,0.5712,2302.89,5968325648,1706969699668,1.48682,-0.07077,0.09041,1e-05,0.99668,0.0,0.0,,,,month
10.0,369.0,83.75,88.69,ETH-29MAR24,2329.76,85.7,0.0,0.0003,0.0005,581.0,0.015,0.0001,0.0001,"[[0.0005, 369.0], [0.0006, 369.0], [0.0011, 870.0], [0.015, 11.0], [0.016, 9.0]]","[[0.0003, 10.0], [0.0002, 210.0], [0.0001, 1080.0]]",0.000391,ETH-29MAR24-1000-P,0.0004,2302.88,5968329277,1706969700676,-0.01289,-0.07078,0.09042,1e-05,-0.00332,0.0,0.0,,,,month
341.0,341.0,0.0,100.87,ETH-29MAR24,2329.76,73.3,0.0,0.4805,0.49,98.0,0.5055,0.4695,0.488,"[[0.49, 341.0], [0.4915, 341.0]]","[[0.4805, 341.0]]",0.488204,ETH-29MAR24-1200-C,0.4856,2302.88,5968325603,1706969700675,1.77433,-0.11154,0.16659,3e-05,0.99341,0.0,0.0,,,,month
252.0,24.0,68.95,75.09,ETH-29MAR24,2329.76,73.3,0.0,0.0004,0.0008,504.0,0.0155,0.0001,0.0007,"[[0.0008, 24.0], [0.001, 238.0], [0.0011, 120.0], [0.0023, 1360.0], [0.07, 1.0]]","[[0.0004, 252.0], [0.0002, 274.0], [0.0001, 770.0]]",0.000663,ETH-29MAR24-1200-P,0.0007,2302.88,5968325696,1706969700676,-0.02533,-0.11154,0.16659,3e-05,-0.00659,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-29MAR24,2329.73,73.3,0.0,0.0,0.0,15.0,0.4675,0.4255,0.0001,[],[],0.44632,ETH-29MAR24-1300-C,0.4435,2302.84,5961677272,1706969701683,1.89531,-0.21566,0.32211,5e-05,0.98599,0.0,0.0,,,,month
60.0,0.0,59.27,0.0,ETH-29MAR24,2329.73,73.3,0.0,0.0003,0.0,1.0,0.0165,0.0001,0.506,[],"[[0.0003, 60.0], [0.0002, 140.0], [0.0001, 200.0]]",0.001485,ETH-29MAR24-1300-P,0.0015,2302.84,5966714694,1706969701682,-0.05432,-0.21566,0.32211,5e-05,-0.01401,0.0,0.0,,,,month
5.0,341.0,0.0,79.86,ETH-29MAR24,2329.67,64.18,0.0,0.1,0.404,24.0,0.4245,0.381,0.514,"[[0.404, 341.0], [0.4045, 341.0]]","[[0.1, 5.0], [0.075, 5.0], [0.0505, 10.0]]",0.403559,ETH-29MAR24-1400-C,0.4005,2302.83,5968325602,1706969702689,2.04262,-0.19897,0.3394,6e-05,0.98512,0.0,0.0,,,,month
145.0,1.0,62.55,64.69,ETH-29MAR24,2329.67,64.18,0.0,0.0012,0.0015,1183.0,0.016,0.0001,0.0015,"[[0.0015, 1.0], [0.0016, 2.0], [0.0017, 120.0], [0.0018, 266.0], [0.0019, 266.0], [0.003, 1158.0], [0.018, 1.0], [0.033, 248.0]]","[[0.0012, 145.0], [0.0011, 10.0], [0.001, 129.0], [0.0009, 7.0], [0.0008, 7.0], [0.0005, 580.0], [0.0001, 1.0]]",0.001428,ETH-29MAR24-1400-P,0.0014,2302.83,5968329672,1706969702689,-0.05698,-0.19897,0.3394,6e-05,-0.01488,0.0,0.0,,,,month
21.0,341.0,52.44,73.23,ETH-29MAR24,2329.67,60.56,0.0,0.357,0.362,684.0,0.385,0.337,0.3605,"[[0.362, 341.0], [0.3625, 341.0]]","[[0.357, 21.0], [0.3525, 341.0]]",0.36162,ETH-29MAR24-1500-C,0.3583,2302.83,5968325755,1706969702689,2.16134,-0.27252,0.49262,0.0001,0.97694,0.0,0.0,,,,month
280.0,132.0,59.61,61.5,ETH-29MAR24,2329.67,60.56,0.0,0.002,0.0024,1135.0,0.017,0.0001,0.0023,"[[0.0024, 132.0], [0.0025, 427.0], [0.0026, 1357.0], [0.0028, 8.0], [0.006, 24.0], [0.0075, 1.0]]","[[0.002, 280.0], [0.0019, 251.0], [0.0017, 6.0], [0.0014, 12.0], [0.0005, 20.0]]",0.002194,ETH-29MAR24-1500-P,0.0022,2302.83,5968329297,1706969702689,-0.08823,-0.27252,0.49262,0.0001,-0.02306,626.52,120.0,0.0,0.0023,0.0023,month
89.0,91.0,0.0,67.55,ETH-29MAR24,2329.67,56.78,0.0,0.313,0.3205,1667.0,0.346,0.2935,0.3215,"[[0.3205, 91.0], [0.321, 341.0]]","[[0.313, 89.0], [0.31, 682.0]]",0.319917,ETH-29MAR24-1600-C,0.3165,2302.83,5968328681,1706969702689,2.26775,-0.35707,0.68852,0.00015,0.96553,366515.88,500.0,2.3885,0.314,0.3215,month
117.0,21.0,55.92,57.62,ETH-29MAR24,2329.66,56.77,0.0,0.003,0.0035,1356.0,0.019,0.0001,0.0035,"[[0.0035, 21.0], [0.0036, 134.0], [0.0039, 7.0], [0.0046, 573.0], [0.0255, 2.0], [0.0735, 2.0], [0.147, 1.0]]","[[0.003, 117.0], [0.0027, 120.0], [0.002, 574.0], [0.0009, 1719.0]]",0.003196,ETH-29MAR24-1600-P,0.0032,2302.84,5968323716,1706969704703,-0.13178,-0.35702,0.68846,0.00015,-0.03447,0.0,0.0,,,,month
339.0,341.0,0.0,63.19,ETH-29MAR24,2329.66,53.35,0.0,0.27,0.28,1199.0,0.307,0.25,0.2735,"[[0.28, 341.0], [0.43, 10.0], [0.9, 1.0]]","[[0.27, 339.0], [0.2685, 341.0]]",0.27871,ETH-29MAR24-1700-C,0.2751,2302.84,5968329739,1706969704703,2.3518,-0.46584,0.95593,0.00022,0.94828,0.0,0.0,,,,month
240.0,11.0,52.7,53.68,ETH-29MAR24,2329.66,53.35,0.0,0.0046,0.005,4061.0,0.024,0.0001,0.0055,"[[0.005, 11.0], [0.0055, 409.0], [0.0085, 300.0], [0.1505, 100.0]]","[[0.0046, 240.0], [0.0045, 120.0], [0.0043, 174.0], [0.0038, 10.0], [0.0036, 566.0], [0.0035, 283.0]]",0.004694,ETH-29MAR24-1700-P,0.0049,2302.84,5968328949,1706969704703,-0.19771,-0.46584,0.95593,0.00022,-0.05172,0.0,0.0,,,,month
341.0,341.0,31.38,58.57,ETH-29MAR24,2329.65,50.07,0.0,0.228,0.24,1552.0,0.2695,0.2075,0.239,"[[0.24, 341.0], [0.385, 20.0], [0.49, 1.0]]","[[0.228, 341.0], [0.055, 2.0], [0.05, 2.0], [0.035, 3.0], [0.03, 1.0]]",0.238558,ETH-29MAR24-1800-C,0.2346,2302.73,5968329830,1706969705710,2.40594,-0.59455,1.29996,0.00032,0.92323,0.0,0.0,,,,month
252.0,171.0,49.62,50.51,ETH-29MAR24,2329.65,50.07,0.0,0.007,0.0075,2690.0,0.03,0.0001,0.007,"[[0.0075, 171.0], [0.008, 405.0], [0.0085, 128.0], [0.009, 1104.0], [0.085, 125.0], [0.215, 100.0], [0.24, 13.0]]","[[0.007, 252.0], [0.0065, 125.0], [0.006, 574.0]]",0.007247,ETH-29MAR24-1800-P,0.0073,2302.73,5968328695,1706969705710,-0.29355,-0.59455,1.29996,0.00032,-0.07677,16.24,1.0,0.0,0.007,0.007,month
341.0,341.0,36.13,53.57,ETH-29MAR24,2329.65,46.91,0.0,0.1885,0.2005,2040.0,0.2325,0.166,0.1905,"[[0.2005, 341.0], [0.265, 2.0], [0.34, 10.0], [0.495, 1.0], [0.673, 3.0], [0.7915, 1.0]]","[[0.1885, 341.0], [0.04, 1.0], [0.035, 1.0], [0.03, 5.0], [0.025, 1.0]]",0.1996,ETH-29MAR24-1900-C,0.1952,2302.73,5968329050,1706969705710,2.41863,-0.73902,1.72467,0.00045,0.88743,10088.62,23.0,0.0,0.1905,0.1905,month
174.0,178.0,45.88,47.91,ETH-29MAR24,2329.52,46.91,0.0,0.01,0.0115,223.0,0.037,0.0001,0.012,"[[0.0115, 178.0], [0.04, 1.0], [0.1135, 250.0], [0.125, 380.0], [0.126, 10.0]]","[[0.01, 174.0], [0.0095, 528.0], [0.0085, 1.0], [0.008, 544.0], [0.0025, 2.0]]",0.010994,ETH-29MAR24-1900-P,0.0107,2302.71,5968329996,1706969706717,-0.43101,-0.73922,1.72516,0.00045,-0.11262,7937.74,290.0,0.0,0.011,0.012,month
1023.0,1023.0,36.74,50.06,ETH-29MAR24,2329.52,44.83,0.0,0.151,0.1635,2147.0,0.198,0.1275,0.1535,"[[0.1635, 1023.0], [0.164, 341.0], [0.31, 12.0], [0.35, 10.0], [0.36, 40.0], [0.45, 16.0]]","[[0.151, 1023.0], [0.0565, 1.0], [0.045, 2.0], [0.036, 1.0], [0.035, 2.0], [0.03, 3.0]]",0.162781,ETH-29MAR24-2000-C,0.1583,2302.71,5968329047,1706969706718,2.3568,-0.92476,2.2585,0.00062,0.83282,7775.71,22.0,0.0,0.1535,0.1535,month
128.0,160.0,44.04,45.58,ETH-29MAR24,2329.5,44.82,0.0,0.016,0.0175,1342.0,0.048,0.0018,0.0165,"[[0.0175, 160.0], [0.018, 470.0], [0.023, 3.0], [0.0245, 10.0], [0.0285, 8.0], [0.0325, 6.0]]","[[0.016, 128.0], [0.0155, 243.0], [0.01, 1.0], [0.008, 6.0], [0.0044, 2.0], [0.0001, 50.0]]",0.01688,ETH-29MAR24-2000-P,0.0168,2302.44,5968330308,1706969707725,-0.64262,-0.92469,2.25847,0.00062,-0.16718,30248.12,699.0,-17.5,0.0165,0.02,month
341.0,341.0,36.86,48.56,ETH-29MAR24,2329.5,43.73,0.0,0.117,0.131,336.0,0.1675,0.0935,0.132,"[[0.131, 341.0], [0.172, 1.0], [0.2875, 10.0], [0.303, 1.0], [0.3125, 40.0], [0.7, 1.0]]","[[0.117, 341.0], [0.03, 1.0], [0.025, 3.0], [0.02, 2.0]]",0.128941,ETH-29MAR24-2100-C,0.125,2302.44,5968329235,1706969707723,2.20833,-1.12732,2.82252,0.00079,0.75715,0.0,0.0,,,,month
358.0,157.0,43.27,44.1,ETH-29MAR24,2329.23,43.72,0.0,0.026,0.027,1588.0,0.0635,0.01,0.026,"[[0.027, 157.0], [0.029, 870.0], [0.19, 75.0], [0.295, 30.0]]","[[0.026, 358.0], [0.0255, 117.0], [0.0245, 325.0], [0.023, 435.0], [0.018, 2.0], [0.01, 4.0]]",0.025744,ETH-29MAR24-2100-P,0.0265,2302.37,5968329867,1706969708731,-0.94177,-1.12761,2.82346,0.00079,-0.24305,87727.21,1409.0,-13.3333,0.026,0.03,month
72.0,377.0,42.29,44.77,ETH-29MAR24,2329.23,42.68,0.0,0.095,0.0985,1736.0,0.139,0.0645,0.0935,"[[0.0985, 377.0], [0.3, 1.0], [0.32, 4.0]]","[[0.095, 72.0], [0.091, 341.0], [0.0555, 7.0], [0.055, 3.0], [0.05, 216.0]]",0.099236,ETH-29MAR24-2200-C,0.0956,2302.37,5968330345,1706969708731,1.99153,-1.28011,3.28361,0.00095,0.66567,86524.18,391.0,-4.1026,0.0935,0.0975,month
