best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period
474.0,287.0,49.18,51.56,SYN.ETH-26APR24,2346.8223,50.37,0.0,0.02,0.023,1411.0,0.0615,0.0065,0.0205,"[[0.023, 287.0], [0.0235, 378.0], [0.031, 2.0], [0.034, 1.0]]","[[0.02, 474.0], [0.0195, 188.0], [0.0185, 372.0]]",0.022011,ETH-26APR24-3000-C,0.0215,2302.41,5968326303,1706969733906,0.85921,-0.90168,2.96233,0.00047,0.18299,23966.1,447.0,-8.8889,0.0205,0.024,month
193.0,11.0,48.09,499.39,SYN.ETH-26APR24,2346.8223,50.37,0.0,0.297,1.014,1299.0,0.3645,0.254,0.3035,"[[1.014, 11.0]]","[[0.297, 193.0]]",0.294476,ETH-26APR24-3000-P,0.2998,2302.41,5968330556,1706969733905,-5.94125,-0.90168,2.96233,0.00047,-0.81701,8404.53,12.0,0.0,0.3035,0.3035,month
206.0,207.0,49.97,53.49,SYN.ETH-26APR24,2346.8223,51.73,0.0,0.0125,0.016,3213.0,0.049,0.0001,0.015,"[[0.016, 207.0], [0.024, 1.0], [0.03, 2.0], [0.1155, 3.0]]","[[0.0125, 206.0], [0.0115, 411.0], [0.004, 24.0]]",0.014244,ETH-26APR24-3200-C,0.0142,2302.41,5968329400,1706969733906,0.60539,-0.73101,2.33843,0.00036,0.128,276.49,8.0,0.0,0.015,0.0155,month
6.0,10.0,43.97,499.33,SYN.ETH-26APR24,2346.8123,51.73,0.0,0.371,1.091,1004.0,0.4425,0.331,0.388,"[[1.091, 10.0]]","[[0.371, 6.0]]",0.371541,ETH-26APR24-3200-P,0.3778,2302.06,5968330458,1706969734912,-6.64844,-0.731,2.3384,0.00036,-0.872,185181.39,207.0,0.0,0.388,0.388,month
438.0,219.0,52.35,55.48,SYN.ETH-26APR24,2346.8123,53.92,0.0,0.009,0.0115,2588.0,0.0415,0.0001,0.012,"[[0.0115, 219.0], [0.013, 437.0], [0.0195, 3.0], [0.02, 2.0], [0.111, 1.0]]","[[0.009, 438.0], [0.0075, 437.0], [0.0001, 1.0]]",0.009977,ETH-26APR24-3400-C,0.0102,2302.06,5968330966,1706969734913,0.44637,-0.6111,1.87558,0.00028,0.09412,0.0,0.0,,,,month
0.0,9.0,0.0,499.39,SYN.ETH-26APR24,2346.8123,53.92,0.0,0.0,1.1685,716.0,0.5245,0.411,0.4625,"[[1.1685, 9.0]]",[],0.452105,ETH-26APR24-3400-P,0.459,2302.06,5968330555,1706969734913,-7.26082,-0.6111,1.87558,0.00028,-0.90588,498159.16,464.0,-1.1752,0.4625,0.468,month
4000.0,229.0,55.16,57.46,SYN.ETH-26APR24,2346.4623,56.3,0.0,0.007,0.0085,13604.0,0.036,0.0001,0.009,"[[0.0085, 229.0], [0.009, 229.0], [0.01, 453.0]]","[[0.007, 4000.0], [0.0047, 453.0], [0.0001, 2.0]]",0.007492,ETH-26APR24-3600-C,0.0077,2302.0,5968329341,1706969735920,0.34058,-0.52012,1.5288,0.00022,0.07175,0.0,0.0,,,,month
204.0,9.0,46.53,498.97,SYN.ETH-26APR24,2346.4623,56.3,0.0,0.537,1.246,1247.0,0.609,0.4925,0.528,"[[1.246, 9.0]]","[[0.537, 204.0]]",0.534451,ETH-26APR24-3600-P,0.5419,2302.0,5968330557,1706969735919,-7.81996,-0.52012,1.5288,0.00022,-0.92825,0.0,0.0,,,,month
232.0,233.0,55.09,60.35,SYN.ETH-26APR24,2346.4392,57.71,0.0,0.0043,0.007,984.0,0.0305,0.0001,0.007,"[[0.007, 233.0], [0.01, 2.0], [0.106, 1.0], [0.2, 882.0]]","[[0.0043, 232.0], [0.0041, 232.0], [0.0028, 463.0], [0.0001, 24.0]]",0.005559,ETH-26APR24-3800-C,0.0056,2302.02,5968331143,1706969736927,0.25191,-0.42032,1.20525,0.00017,0.05291,0.0,0.0,,,,month
0.0,8.0,0.0,498.89,SYN.ETH-26APR24,2346.4392,57.71,0.0,0.0,1.324,0.0,0.6925,0.574,,"[[1.324, 8.0]]",[],0.617349,ETH-26APR24-3800-P,0.625,2302.02,5968330862,1706969736928,-8.362,-0.42032,1.20525,0.00017,-0.94709,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.4392,66.8,0.0,0.0,0.0,0.0,0.0395,0.0001,,[],[],0.008289,ETH-26APR24-4000-C,0.008,2302.02,5962426984,1706969736926,0.30074,-0.56833,1.4079,0.00017,0.06449,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.4592,66.8,0.0,0.0,0.0,0.0,0.7885,0.658,,[],[],0.70491,ETH-26APR24-4000-P,0.7126,2302.07,5962426966,1706969737935,-8.76652,-0.56836,1.40797,0.00017,-0.9355,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.4592,66.8,0.0,0.0,0.0,0.0,0.0245,0.0001,,[],[],0.003419,ETH-26APR24-4500-C,0.0033,2302.07,5962426997,1706969737937,0.1395,-0.30247,0.74928,9e-05,0.02948,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.5392,66.8,0.0,0.0,0.0,0.0,0.9955,0.863,,[],[],0.912117,ETH-26APR24-4500-P,0.921,2302.1,5962426887,1706969738942,-10.06115,-0.30254,0.74946,9e-05,-0.97051,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.5392,66.8,0.0,0.0,0.0,0.0,0.016,0.0001,,[],[],0.001408,ETH-26APR24-5000-C,0.0013,2302.1,5962426880,1706969738942,0.06324,-0.1532,0.37952,5e-05,0.01322,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.5392,66.8,0.0,0.0,0.0,0.0,1.208,1.069,,[],[],1.122183,ETH-26APR24-5000-P,1.1321,2302.1,5962426982,1706969738941,-11.27085,-0.1532,0.37952,5e-05,-0.98678,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.5692,66.8,0.0,0.0,0.0,0.0,0.0155,0.0001,,[],[],0.000583,ETH-26APR24-5500-C,0.0005,2302.23,5962426843,1706969739948,0.02836,-0.07532,0.1866,2e-05,0.00588,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.5692,66.8,0.0,0.0,0.0,0.0,1.423,1.276,,[],[],1.333436,ETH-26APR24-5500-P,1.3444,2302.23,5962426918,1706969739948,-12.43914,-0.07532,0.1866,2e-05,-0.99412,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.5692,66.8,0.0,0.0,0.0,0.0,0.015,0.0001,,[],[],0.000243,ETH-26APR24-6000-C,0.0002,2302.23,5962426870,1706969739947,0.01269,-0.03642,0.09022,1e-05,0.00261,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,SYN.ETH-26APR24,2346.7223,66.8,0.0,0.0,0.0,0.0,1.64,1.4825,,[],[],1.545174,ETH-26APR24-6000-P,1.557,2302.49,5962426744,1706969740955,-13.58822,-0.03644,0.09028,1e-05,-0.99739,0.0,0.0,,,,month
1.0,32.0,0.0,500.1,ETH-28JUN24,2386.26,68.27,0.0,0.0002,0.928,1.0,0.6045,0.5685,0.1405,"[[0.928, 32.0], [1.0, 1.0]]","[[0.0002, 1.0]]",0.584427,ETH-28JUN24-1000-C,0.5831,2302.49,5968331347,1706969740955,3.84951,-0.11676,0.49851,3e-05,0.98719,0.0,0.0,,,,month
175.0,4.0,54.38,70.81,ETH-28JUN24,2386.26,68.27,0.0,0.0004,0.0028,413.0,0.017,0.0001,0.0022,"[[0.0028, 4.0], [0.0029, 2.0]]","[[0.0004, 175.0], [0.0001, 530.0]]",0.002206,ETH-28JUN24-1000-P,0.0022,2302.49,5968318484,1706969740955,-0.14334,-0.11676,0.49851,3e-05,-0.01281,0.0,0.0,,,,month
145.0,28.0,0.0,499.36,ETH-28JUN24,2386.52,64.14,0.0,0.497,0.92,49.0,0.531,0.4835,1.0,"[[0.92, 28.0]]","[[0.497, 145.0], [0.0001, 1.0]]",0.503832,ETH-28JUN24-1200-C,0.5023,2302.61,5968327941,1706969741963,4.46745,-0.21811,0.99124,7e-05,0.97122,0.0,0.0,,,,month
4.0,90.0,62.33,116.29,ETH-28JUN24,2386.52,64.14,0.0,0.0045,0.047,1279.0,0.0245,0.0001,0.0065,"[[0.047, 90.0], [0.15, 2.0]]","[[0.0045, 4.0], [0.003, 2.0], [0.0002, 150.0], [0.0001, 502.0]]",0.005167,ETH-28JUN24-1200-P,0.0052,2302.61,5968330999,1706969741962,-0.32396,-0.21811,0.99124,7e-05,-0.02878,8663.3,790.0,18.1818,0.0001,0.0065,month
328.0,26.0,45.05,499.47,ETH-28JUN24,2386.52,62.18,0.0,0.4565,0.9165,882.0,0.495,0.4415,0.457,"[[0.9165, 26.0]]","[[0.4565, 328.0]]",0.46435,ETH-28JUN24-1300-C,0.4628,2302.61,5968327922,1706969741962,4.73087,-0.28126,1.31835,9e-05,0.95928,0.0,0.0,,,,month
60.0,6.0,37.71,69.33,ETH-28JUN24,2386.73,62.18,0.0,0.0003,0.012,548.0,0.0305,0.0001,0.008,"[[0.012, 6.0], [0.0125, 20.0], [0.3, 49.0]]","[[0.0003, 60.0], [0.0002, 120.0], [0.0001, 140.0]]",0.007463,ETH-28JUN24-1300-P,0.0075,2302.71,5968326844,1706969742970,-0.45964,-0.28117,1.31795,9e-05,-0.0407,8516.67,490.0,6.6667,0.007,0.008,month
264.0,24.0,50.2,499.28,ETH-28JUN24,2386.63,59.52,0.0,0.418,0.913,1820.0,0.459,0.4,0.4185,"[[0.913, 24.0]]","[[0.418, 264.0], [0.0002, 1.0]]",0.424981,ETH-28JUN24-1400-C,0.4234,2302.71,5968329910,1706969742970,4.97896,-0.33814,1.65591,0.00012,0.9459,253029.09,262.0,0.0,0.4185,0.4185,month
40.0,15.0,51.04,72.18,ETH-28JUN24,2386.63,59.52,0.0,0.005,0.0205,331.0,0.0365,0.0001,0.0105,"[[0.0205, 15.0], [0.0215, 5.0], [0.0225, 5.0], [0.0275, 10.0], [0.4, 20.0], [1.0, 6.0]]","[[0.005, 40.0], [0.0049, 40.0]]",0.009871,ETH-28JUN24-1400-P,0.01,2302.71,5968329164,1706969742969,-0.61102,-0.33814,1.65591,0.00012,-0.0541,17657.31,741.0,0.0,0.01,0.0105,month
317.0,23.0,51.01,499.74,ETH-28JUN24,2386.73,57.41,0.0,0.38,0.91,1350.0,0.424,0.359,0.377,"[[0.91, 23.0]]","[[0.38, 317.0], [0.0001, 1.0]]",0.38679,ETH-28JUN24-1500-C,0.385,2302.68,5968329340,1706969743976,5.17532,-0.40719,2.06733,0.00016,0.92809,494426.89,570.0,0.5333,0.375,0.377,month
20.0,76.0,45.37,62.29,ETH-28JUN24,2386.73,57.41,0.0,0.005,0.018,479.0,0.044,0.0001,0.014,"[[0.018, 76.0], [0.021, 2.0], [0.5, 36.0]]","[[0.005, 20.0], [0.0049, 20.0], [0.0041, 1.0]]",0.013458,ETH-28JUN24-1500-P,0.0135,2302.68,5968330216,1706969743977,-0.81395,-0.40719,2.06733,0.00016,-0.07191,19851.07,597.0,0.0,0.014,0.015,month
307.0,23.0,50.9,499.11,ETH-28JUN24,2386.69,57.4,0.0,0.343,0.9065,1578.0,0.394,0.3205,0.3435,"[[0.9065, 23.0]]","[[0.343, 307.0]]",0.34978,ETH-28JUN24-1600-C,0.3497,2302.7,5968328037,1706969744984,5.24822,-0.51973,2.63897,0.0002,0.9004,433815.67,552.0,1.4771,0.3385,0.3435,month
60.0,6.0,25.72,64.15,ETH-28JUN24,2386.69,57.4,0.0,0.0003,0.028,64.0,0.057,0.0055,0.019,"[[0.028, 6.0], [0.168, 20.0]]","[[0.0003, 60.0], [0.0002, 60.0]]",0.018227,ETH-28JUN24-1600-P,0.0201,2302.7,5968329473,1706969744983,-1.14033,-0.51973,2.63897,0.0002,-0.0996,28396.85,627.0,-2.5641,0.019,0.0205,month
24.0,22.0,54.19,499.15,ETH-28JUN24,2386.7,52.98,0.0,0.312,0.9035,1809.0,0.356,0.28,0.359,"[[0.9035, 22.0]]","[[0.312, 24.0], [0.0002, 1.0]]",0.314631,ETH-28JUN24-1700-C,0.3105,2302.59,5968331585,1706969745991,5.43861,-0.54464,2.99625,0.00025,0.88116,613906.92,786.0,18.4818,0.303,0.359,month
450.0,11.0,50.75,55.14,ETH-28JUN24,2386.7,52.98,0.0,0.02,0.0255,16.0,0.061,0.008,0.026,"[[0.0255, 11.0], [0.026, 6.0], [0.036, 1.0], [0.21, 40.0]]","[[0.02, 450.0], [0.0195, 225.0]]",0.024855,ETH-28JUN24-1700-P,0.0227,2302.59,5968330107,1706969745990,-1.34923,-0.54464,2.99625,0.00025,-0.11884,33949.78,555.0,-5.4545,0.025,0.0275,month
276.0,1.0,50.67,168.89,ETH-28JUN24,2386.7,52.97,0.0,0.2745,0.4905,1412.0,0.328,0.2445,0.27,"[[0.4905, 1.0], [0.55, 3.0]]","[[0.2745, 276.0], [0.0001, 1.0]]",0.280724,ETH-28JUN24-1800-C,0.2779,2302.59,5968329082,1706969745990,5.39255,-0.65646,3.61204,0.0003,0.8438,83573.63,134.0,0.0,0.27,0.27,month
200.0,100.0,49.51,56.45,ETH-28JUN24,2386.59,52.98,0.0,0.027,0.0375,410.0,0.0765,0.014,0.0345,"[[0.0375, 100.0], [0.0465, 2.0]]","[[0.027, 200.0], [0.0265, 100.0]]",0.032726,ETH-28JUN24-1800-P,0.0321,2302.63,5968327622,1706969746997,-1.795,-0.65658,3.61249,0.0003,-0.15624,50909.74,647.0,1.4706,0.0335,0.0345,month
255.0,23.0,50.33,499.52,ETH-28JUN24,2386.59,52.6,0.0,0.243,0.898,2266.0,0.301,0.211,0.2565,"[[0.898, 23.0]]","[[0.243, 255.0]]",0.248952,ETH-28JUN24-1900-C,0.247,2302.63,5968331349,1706969746997,5.29857,-0.75502,4.18421,0.00035,0.80296,0.0,0.0,,,,month
100.0,200.0,49.09,55.95,ETH-28JUN24,2386.59,52.6,0.0,0.037,0.049,336.0,0.093,0.0205,0.0455,"[[0.049, 200.0], [0.0495, 100.0]]","[[0.037, 100.0], [0.0365, 100.0]]",0.042732,ETH-28JUN24-1900-P,0.043,2302.63,5968327868,1706969746997,-2.28783,-0.75502,4.18421,0.00035,-0.19704,86103.54,829.0,0.0,0.044,0.0465,month
340.0,1.0,50.13,189.97,ETH-28JUN24,2386.63,52.6,0.0,0.214,0.5,264.0,0.276,0.181,0.211,"[[0.5, 1.0], [0.5005, 1.0]]","[[0.214, 340.0], [0.1, 1.0], [0.065, 2.0], [0.0001, 1.0]]",0.219922,ETH-28JUN24-2000-C,0.2188,2302.62,5968331311,1706969748007,5.13212,-0.85097,4.71583,0.00039,0.75739,276088.71,567.0,0.0,0.211,0.211,month
8.0,300.0,50.39,54.94,ETH-28JUN24,2386.63,52.6,0.0,0.0525,0.0615,901.0,0.112,0.03,0.0595,"[[0.0615, 300.0]]","[[0.0525, 8.0], [0.052, 2.0]]",0.05548,ETH-28JUN24-2000-P,0.0568,2302.62,5968327967,1706969748004,-2.85358,-0.85097,4.71583,0.00039,-0.24261,98749.95,730.0,-1.6529,0.057,0.061,month
220.0,4.0,44.62,372.26,ETH-28JUN24,2386.62,51.89,0.0,0.176,0.7755,33.0,0.2515,0.1525,0.775,"[[0.7755, 4.0], [0.8925, 1.0], [0.95, 1.0]]","[[0.176, 220.0]]",0.193391,ETH-28JUN24-2100-C,0.1916,2302.67,5968327923,1706969749011,4.94297,-0.91859,5.16004,0.00044,0.71026,0.0,0.0,,,,month
100.0,100.0,48.66,55.13,ETH-28JUN24,2386.62,51.89,0.0,0.0645,0.0785,569.0,0.131,0.0405,0.0745,"[[0.0785, 100.0], [0.0795, 100.0], [0.09, 9.0]]","[[0.0645, 100.0], [0.064, 100.0], [0.0018, 1.0]]",0.070727,ETH-28JUN24-2100-P,0.0715,2302.67,5968327621,1706969749011,-3.44201,-0.91859,5.16004,0.00044,-0.28974,139933.21,805.0,1.3605,0.0735,0.078,month
173.0,27.0,50.8,499.41,ETH-28JUN24,2386.62,51.73,0.0,0.1655,0.89,515.0,0.2295,0.128,0.167,"[[0.89, 27.0]]","[[0.1655, 173.0]]",0.168861,ETH-28JUN24-2200-C,0.1677,2302.67,5968331521,1706969749011,4.69181,-0.98073,5.52564,0.00047,0.66002,0.0,0.0,,,,month
100.0,100.0,48.5,54.98,ETH-28JUN24,2386.67,51.73,0.0,0.082,0.097,648.0,0.1535,0.0545,0.0945,"[[0.097, 100.0], [0.0985, 200.0]]","[[0.082, 100.0], [0.081, 100.0], [0.0725, 3.0]]",0.087974,ETH-28JUN24-2200-P,0.0895,2302.63,5968327942,1706969750018,-4.09226,-0.98075,5.52561,0.00047,-0.33996,154029.07,720.0,2.7174,0.0885,0.0945,month
35.0,35.0,49.7,54.23,ETH-28JUN24,2386.67,51.97,0.0,0.1415,0.1525,736.0,0.2105,0.107,0.1445,"[[0.1525, 35.0]]","[[0.1415, 35.0]]",0.14733,ETH-28JUN24-2300-C,0.147,2302.63,5968328038,1706969750018,4.4029,-1.03247,5.79031,0.00049,0.60905,175784.04,528.0,-1.0274,0.142,0.1465,month
1.0,100.0,49.41,55.19,ETH-28JUN24,2386.67,51.97,0.0,0.1045,0.1185,220.0,0.1785,0.072,0.115,"[[0.1185, 100.0], [0.119, 100.0], [0.12, 100.0]]","[[0.1045, 1.0], [0.1035, 1.0], [0.101, 100.0], [0.05, 1.0]]",0.108221,ETH-28JUN24-2300-P,0.1107,2302.63,5968331663,1706969750018,-4.78065,-1.03247,5.79031,0.00049,-0.39095,50158.79,192.0,0.0,0.1105,0.115,month
6.0,37.0,20.09,54.17,ETH-28JUN24,2386.63,51.28,0.0,0.048,0.1335,83.0,0.19,0.0875,0.1265,"[[0.1335, 37.0]]","[[0.048, 6.0], [0.0475, 6.0], [0.046, 1.0], [0.0415, 2.0]]",0.128047,ETH-28JUN24-2400-C,0.1263,2302.61,5968331456,1706969751025,4.10978,-1.04743,5.95367,0.00051,0.55756,118717.6,404.0,-1.1719,0.1265,0.1285,month
6.0,100.0,47.12,55.54,ETH-28JUN24,2386.63,51.28,0.0,0.1215,0.1425,703.0,0.202,0.09,0.1395,"[[0.1425, 100.0], [0.1435, 100.0]]","[[0.1215, 6.0], [0.121, 106.0]]",0.130717,ETH-28JUN24-2400-P,0.1319,2302.61,5968331451,1706969751025,-5.47306,-1.04743,5.95367,0.00051,-0.44244,191577.63,611.0,2.5735,0.1335,0.1395,month
25.0,1.0,51.93,85.49,ETH-28JUN24,2386.63,52.68,0.0,0.111,0.195,2831.0,0.178,0.0745,0.1105,"[[0.195, 1.0], [0.1955, 1.0], [0.26, 100.0], [0.275, 202.0], [0.561, 1.0]]","[[0.111, 25.0], [0.1105, 50.0], [0.1, 25.0]]",0.114023,ETH-28JUN24-2500-C,0.1129,2302.61,5968328318,1706969751025,3.79179,-1.0869,6.0142,0.0005,0.51077,51109.08,198.0,-2.2124,0.1105,0.1135,month
25.0,33.0,6.33,55.31,ETH-28JUN24,2386.61,52.68,0.0,0.05,0.167,448.0,0.2345,0.1155,0.166,"[[0.167, 33.0]]","[[0.05, 25.0], [0.049, 25.0], [0.0004, 6.0]]",0.158471,ETH-28JUN24-2500-P,0.1604,2302.53,5968331520,1706969752033,-6.19042,-1.08689,6.01416,0.0005,-0.48924,204199.38,542.0,2.1538,0.159,0.168,month
40.0,1.0,50.93,102.17,ETH-28JUN24,2386.61,54.8,0.0,0.0935,0.222,2200.0,0.17,0.065,0.097,"[[0.222, 1.0], [0.2225, 1.0], [0.27, 1.0], [0.693, 2.0], [0.725, 6.0]]","[[0.0935, 40.0]]",0.098771,ETH-28JUN24-2600-C,0.1032,2302.53,5968328035,1706969752032,3.49937,-1.1281,5.99983,0.00048,0.47045,95844.65,424.0,-2.0202,0.097,0.1005,month
87.0,18.0,51.96,499.63,ETH-28JUN24,2386.61,54.8,0.0,0.1855,0.97,494.0,0.271,0.144,0.1945,"[[0.97, 18.0]]","[[0.1855, 87.0], [0.05, 40.0]]",0.184997,ETH-28JUN24-2600-P,0.1926,2302.53,5968331746,1706969752044,-6.88203,-1.1281,5.99983,0.00048,-0.52955,244836.51,542.0,-3.7129,0.189,0.203,month
100.0,100.0,50.38,57.45,ETH-28JUN24,2386.52,53.91,0.0,0.079,0.0965,730.0,0.153,0.052,0.0845,"[[0.0965, 100.0], [0.097, 100.0]]","[[0.079, 100.0], [0.0775, 100.0]]",0.086269,ETH-28JUN24-2700-C,0.0877,2302.52,5968327964,1706969753042,3.20351,-1.09246,5.90632,0.00048,0.4239,77680.37,394.0,0.0,0.0835,0.088,month
147.0,16.0,35.14,499.38,ETH-28JUN24,2386.53,53.91,0.0,0.174,1.0095,2.0,0.2985,0.1695,0.254,"[[1.0095, 16.0]]","[[0.174, 147.0]]",0.214272,ETH-28JUN24-2700-P,0.219,2302.52,5968330295,1706969753040,-7.57713,-1.09247,5.90636,0.00048,-0.5761,0.0,0.0,,,,month
100.0,100.0,52.03,57.61,ETH-28JUN24,2386.53,54.82,0.0,0.0715,0.085,417.0,0.143,0.044,0.075,"[[0.085, 100.0], [0.0865, 100.0], [0.1, 10.0]]","[[0.0715, 100.0], [0.069, 5.0], [0.045, 20.0]]",0.075767,ETH-28JUN24-2800-C,0.0782,2302.52,5968327969,1706969753041,2.9391,-1.08548,5.77163,0.00046,0.38665,91167.29,530.0,0.6711,0.074,0.076,month
244.0,15.0,50.04,499.12,ETH-28JUN24,2386.53,54.82,0.0,0.24,1.049,1310.0,0.333,0.2,0.253,"[[1.049, 15.0]]","[[0.24, 244.0], [0.0005, 1.0]]",0.245548,ETH-28JUN24-2800-P,0.2514,2302.52,5968331453,1706969753038,-8.24087,-1.08548,5.77163,0.00046,-0.61335,0.0,0.0,,,,month
93.0,100.0,51.42,58.05,ETH-28JUN24,2386.53,54.82,0.0,0.06,0.0755,865.0,0.1315,0.036,0.0665,"[[0.0755, 100.0], [0.077, 100.0], [0.096, 6.0]]","[[0.06, 93.0], [0.0585, 100.0], [0.04, 32.0]]",0.066014,ETH-28JUN24-2900-C,0.0679,2302.52,5968327874,1706969753040,2.67407,-1.04886,5.57694,0.00045,0.3485,67720.14,442.0,0.0,0.066,0.0665,month
1.0,13.0,0.0,499.42,ETH-28JUN24,2386.53,54.82,0.0,0.1125,1.089,855.0,0.365,0.2305,0.293,"[[1.089, 13.0]]","[[0.1125, 1.0]]",0.277573,ETH-28JUN24-2900-P,0.283,2302.52,5968330294,1706969753040,-8.90518,-1.04886,5.57694,0.00045,-0.6515,290078.98,425.0,-0.1704,0.293,0.3015,month
100.0,200.0,51.97,59.3,ETH-28JUN24,2386.52,55.63,0.0,0.0525,0.069,883.0,0.1235,0.0305,0.0575,"[[0.069, 200.0], [0.081, 3.0], [0.096, 4.0], [0.1685, 1.0], [0.17, 1.0], [0.2, 20.0]]","[[0.0525, 100.0], [0.052, 192.0], [0.0505, 500.0], [0.05, 2.0], [0.048, 2000.0]]",0.058262,ETH-28JUN24-3000-C,0.0606,2302.54,5968330759,1706969755053,2.44653,-1.02574,5.37423,0.00042,0.31738,47845.07,360.0,-1.7094,0.0575,0.0585,month
0.0,13.0,0.0,499.04,ETH-28JUN24,2386.52,55.63,0.0,0.0,1.1285,1000.0,0.401,0.264,0.33,"[[1.1285, 13.0]]",[],0.311599,ETH-28JUN24-3000-P,0.3177,2302.54,5968331454,1706969755053,-9.53201,-1.02574,5.37423,0.00042,-0.68262,189263.37,250.0,0.9174,0.327,0.33,month
100.0,100.0,53.58,59.91,ETH-28JUN24,2386.52,56.74,0.0,0.0415,0.0545,1144.0,0.108,0.0215,0.0455,"[[0.0545, 100.0], [0.056, 100.0]]","[[0.0415, 100.0], [0.041, 100.0], [0.04, 100.0]]",0.044753,ETH-28JUN24-3200-C,0.0479,2302.54,5968327871,1706969755053,2.03541,-0.95502,4.9058,0.00038,0.26148,30054.53,288.0,0.0,0.045,0.0455,month
0.0,11.0,0.0,499.36,ETH-28JUN24,2386.54,56.74,0.0,0.0,1.2085,983.0,0.474,0.333,0.395,"[[1.2085, 11.0]]",[],0.381646,ETH-28JUN24-3200-P,0.3887,2302.54,5968330293,1706969755054,-10.74163,-0.95504,4.90592,0.00038,-0.73851,100737.72,110.0,-1.9851,0.395,0.4055,month
100.0,100.0,54.97,61.94,ETH-28JUN24,2386.52,58.45,0.0,0.033,0.046,1339.0,0.097,0.016,0.037,"[[0.046, 100.0], [0.1, 15.0], [0.18, 2.0]]","[[0.033, 100.0], [0.0325, 100.0]]",0.036,ETH-28JUN24-3400-C,0.0393,2302.54,5968327749,1706969755052,1.7178,-0.89451,4.46043,0.00034,0.2196,30888.04,378.0,5.7143,0.035,0.037,month
0.0,10.0,0.0,499.45,ETH-28JUN24,2386.52,58.45,0.0,0.0,1.2885,1263.0,0.551,0.407,0.5635,"[[1.2885, 10.0], [15.0, 1.0]]",[],0.456448,ETH-28JUN24-3400-P,0.464,2302.54,5968331582,1706969755053,-11.85787,-0.89451,4.46043,0.00034,-0.7804,1279282.95,1155.0,19.8936,0.4195,0.6975,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.54,100.0,0.0,0.0,0.0,0.0,0.226,0.0645,,[],[],0.118162,ETH-28JUN24-3600-C,0.1172,2302.58,5961677333,1706969757067,2.39896,-1.95164,5.6886,0.00025,0.36895,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.54,100.0,0.0,0.0,0.0,80.0,0.7645,0.542,1.032,[],[],0.622166,ETH-28JUN24-3600-P,0.6257,2302.58,5961677549,1706969757068,-11.97529,-1.95164,5.6886,0.00025,-0.63105,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.54,100.0,0.0,0.0,0.0,50.0,0.211,0.0545,0.055,[],[],0.104994,ETH-28JUN24-3800-C,0.1041,2302.58,5963944194,1706969757067,2.22102,-1.88962,5.50783,0.00024,0.33717,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.59,100.0,0.0,0.0,0.0,2.0,0.8365,0.6115,2.102,[],[],0.692554,ETH-28JUN24-3800-P,0.6964,2302.64,5961677627,1706969758074,-12.95168,-1.88969,5.50802,0.00024,-0.66281,0.0,0.0,,,,month
1.0,71.0,54.08,66.62,ETH-28JUN24,2386.59,100.0,0.0,0.0125,0.0285,159.0,0.1975,0.046,0.024,"[[0.0285, 71.0], [0.0755, 5.0], [0.077, 5.0]]","[[0.0125, 1.0], [0.01, 1.0], [0.0022, 750.0], [0.0005, 20.0], [0.0002, 10.0]]",0.093431,ETH-28JUN24-4000-C,0.0926,2302.64,5968330860,1706969758075,2.05329,-1.82032,5.30582,0.00023,0.30807,0.0,0.0,,,,month
1.0,8.0,0.0,499.41,ETH-28JUN24,2386.59,100.0,0.0,0.0008,1.529,883.0,0.91,0.683,0.7145,"[[1.529, 8.0]]","[[0.0008, 1.0]]",0.764547,ETH-28JUN24-4000-P,0.7687,2302.64,5968331310,1706969758074,-13.91809,-1.82032,5.30582,0.00023,-0.69193,382082.7,232.0,0.0,0.7145,0.7145,month
