	best_bid_amount	best_ask_amount	bid_iv	ask_iv	underlying_index	underlying_price	mark_iv	best_bid_price	best_ask_price	open_interest	max_price	min_price	last_price	asks	bids	settlement_price	instrument_name	mark_price	index_price	change_id	timestamp	greeks.rho	greeks.theta	greeks.vega	greeks.gamma	greeks.delta	stats.volume_usd	stats.volume	stats.price_change	stats.low	stats.high	settlement_period	Expiration Date	Strike Price
84	78.2	6	0	92.28	SYN.BTC-4MAY24	59193.3371	77.62	0.0705	0.073	0	0.5715	0.0001		"[[0.073, 6.0], [0.094, 10.0]]"	"[[0.0705, 78.2]]"	0.04887336	BTC-4MAY24-55000-C	0.0718	59432.16	23400034235	1.7147E+12	1.79377	-112.35615	3.65103	4.00E-05	0.94891	0	0				day	4-May-24	55000
85	2	4	76.05	80.78	SYN.BTC-4MAY24	59193.3371	77.62	0.0009	0.0012	0	0.5005	0.0001	0.0018	"[[0.0012, 4.0], [0.0042, 10.0]]"	"[[0.0009, 2.0]]"	0.00589454	BTC-4MAY24-55000-P	0.001	59432.16	23400035904	1.7147E+12	-0.10653	-59.01994	3.65103	4.00E-05	-0.05109	1845.08	14.8	-18.1818	0.0018	0.0022	day	4-May-24	55000
86	70	70	44.76	92.67	SYN.BTC-4MAY24	59193.3371	70.78	0.062	0.0655	0	0.563	0.0001		"[[0.0655, 70.0], [0.087, 10.0]]"	"[[0.062, 70.0]]"	0.04223065	BTC-4MAY24-55500-C	0.0635	59432.16	23400035418	1.7147E+12	1.79648	-113.51252	4.04476	5.00E-05	0.94184	0	0				day	4-May-24	55500
87	9.7	6	71.42	77.89	SYN.BTC-4MAY24	59186.6943	70.75	0.001	0.0016	3.3	0.501	0.0001	0.0024	"[[0.0016, 6.0], [0.0055, 10.0]]"	"[[0.001, 9.7]]"	0.00796716	BTC-4MAY24-55500-P	0.0011	59432.25	23400034241	1.7147E+12	-0.1212	-62.76589	4.04719	5.00E-05	-0.05821	480.44	3.4	0	0.0024	0.0024	day	4-May-24	55500
88	70	58.5	0	87.27	SYN.BTC-4MAY24	59186.6943	65.76	0.054	0.0575	0	0.555	0.0001	0.0465	"[[0.0575, 58.5], [0.0805, 10.0]]"	"[[0.054, 70.0]]"	0.03432798	BTC-4MAY24-56000-C	0.0551	59432.25	23400034527	1.7147E+12	1.78303	-125.7314	4.82259	6.00E-05	0.92704	0	0				day	4-May-24	56000
89	19.7	32.4	65.99	73.63	SYN.BTC-4MAY24	59186.6943	65.76	0.0014	0.002	0	0.501	0.0001	0.0029	"[[0.002, 32.4], [0.0065, 10.0]]"	"[[0.0014, 19.7]]"	0.00874438	BTC-4MAY24-56000-P	0.0013	59432.25	23400019409	1.7147E+12	-0.15242	-76.29887	4.83477	6.00E-05	-0.07312	1485.54	8.7	0	0.0029	0.0029	day	4-May-24	56000
90	70	70	0	84.78	SYN.BTC-4MAY24	59187.5686	60.13	0.0455	0.05	1.5	0.5465	0.0001	0.079	"[[0.05, 70.0], [0.0745, 10.0]]"	"[[0.0455, 70.0]]"	0.02789923	BTC-4MAY24-56500-C	0.0469	59432.31	23400034528	1.7147E+12	1.76202	-136.29218	5.71646	8.00E-05	0.90856	0	0				day	4-May-24	56500
91	2.2	0.2	64.74	69.12	SYN.BTC-4MAY24	59187.5686	60.13	0.002	0.0024	0	0.5015	0.0001	0.0032	"[[0.0024, 0.2], [0.008, 10.0]]"	"[[0.002, 2.2]]"	0.01101282	BTC-4MAY24-56500-P	0.0015	59432.31	23400032169	1.7147E+12	-0.19034	-90.27672	5.72075	8.00E-05	-0.0915	3342.96	15	-31.9149	0.0032	0.0047	day	4-May-24	56500
92	69.9	70	0	76.98	SYN.BTC-4MAY24	59187.7343	54.65	0.037	0.042	1	0.5385	0.0001	0.0185	"[[0.042, 70.0], [0.0685, 10.0]]"	"[[0.037, 69.9]]"	0.02217621	BTC-4MAY24-57000-C	0.0388	59432.39	23400034530	1.7147E+12	1.72566	-148.40222	6.84942	0.0001	0.88268	106.42	0.1	0	0.0185	0.0185	day	4-May-24	57000
93	2.2	3.9	62.78	66.33	SYN.BTC-4MAY24	59187.7343	54.65	0.0027	0.0034	0.1	0.5015	0.0001	0.0075	"[[0.0034, 3.9], [0.01, 10.0]]"	"[[0.0027, 2.2]]"	0.01399897	BTC-4MAY24-57000-P	0.0019	59432.39	23400035181	1.7147E+12	-0.24375	-110.70443	6.84942	0.0001	-0.11732	1466.56	5.2	-50	0.0045	0.015	day	4-May-24	57000
94	70	70	31.85	73.96	SYN.BTC-4MAY24	59187.7343	54.65	0.029	0.0345	82.8	0.5315	0.0001	0.0001	"[[0.0345, 70.0], [0.055, 80.2], [0.063, 10.0]]"	"[[0.029, 70.0]]"	0.02167975	BTC-4MAY24-57500-C	0.0317	59432.39	23400036621	1.7147E+12	1.61274	-197.57182	9.11881	0.00014	0.82032	460.47	80.2	0	0.0001	0.0001	day	4-May-24	57500
95	2.9	4	59.2	62.8	SYN.BTC-4MAY24	59189	54.64	0.0039	0.0045	10	0.503	0.0001	0.005	"[[0.0045, 4.0], [0.012, 10.0]]"	"[[0.0039, 2.9]]"	0.02217759	BTC-4MAY24-57500-P	0.0032	59430.41	23400032875	1.7147E+12	-0.37382	-187.66967	9.11704	0.00014	-0.17962	1169924.86	78.8	-99.0234	0.005	0.512	day	4-May-24	57500
96	70	70	39.55	68.95	SYN.BTC-4MAY24	59189	54.64	0.0225	0.0275	0	0.525	0.0001		"[[0.0275, 70.0], [0.0575, 10.0]]"	"[[0.0225, 70.0]]"	0.01300045	BTC-4MAY24-58000-C	0.0252	59430.41	23400036616	1.7147E+12	1.46441	-243.85564	11.25664	0.00017	0.74126	0	0				day	4-May-24	58000
97	0	2.9	0	61.88	SYN.BTC-4MAY24	59187.02	54.62	0	0.006	0.4	0.505	0.0001	0.0075	"[[0.006, 2.9], [0.015, 10.0]]"	[]	0.02221744	BTC-4MAY24-58000-P	0.0051	59430.78	23400033772	1.7147E+12	-0.53898	-243.65286	11.25067	0.00017	-0.25847	60395.19	158.1	-61.3402	0.0001	0.0194	day	4-May-24	58000
98	70	70	45.84	59.68	SYN.BTC-4MAY24	59187.02	54.62	0.0175	0.0205	0	0.519	0.0001	0.019	"[[0.0205, 70.0], [0.0525, 10.0]]"	"[[0.0175, 70.0]]"	0.00978736	BTC-4MAY24-58500-C	0.0194	59430.78	23400036619	1.7147E+12	1.28614	-279.57417	12.90934	0.0002	0.6483	13737.01	12.3	0	0.019	0.019	day	4-May-24	58500
99	70.8	11.1	51.16	58.04	SYN.BTC-4MAY24	59187.02	54.62	0.007	0.0085	0	0.5075	0.0001	0.0097	"[[0.0085, 11.1], [0.018, 10.0]]"	"[[0.007, 70.8]]"	0.02770724	BTC-4MAY24-58500-P	0.0078	59430.78	23400032991	1.7147E+12	-0.73509	-279.57417	12.90934	0.0002	-0.3517	258990.99	500	3.1915	0.0081	0.01	day	4-May-24	58500
100	27.1	54.4	50.63	57.07	SYN.BTC-4MAY24	59188.2286	54.6	0.013	0.015	11.4	0.514	0.0001	0.0123	"[[0.015, 54.4], [0.0485, 10.0]]"	"[[0.013, 27.1], [0.005, 1.4]]"	0.00941725	BTC-4MAY24-59000-C	0.0144	59430.97	23400036518	1.7147E+12	1.08632	-298.48595	13.78834	0.00021	0.54564	164178.09	151.4	-97.5977	0.0123	0.512	day	4-May-24	59000
101	3.6	29.1	53.45	57.74	SYN.BTC-4MAY24	59188.2286	54.6	0.0105	0.012	17.6	0.511	0.0001	0.0125	"[[0.012, 29.1], [0.022, 10.0]]"	"[[0.0105, 3.6], [0.005, 7.6]]"	0.03601051	BTC-4MAY24-59000-P	0.0113	59430.97	23400032182	1.7147E+12	-0.95274	-298.40458	13.79218	0.00021	-0.45437	728789.57	707.6	-97.6236	0.0115	0.526	day	4-May-24	59000
102	39.7	0.9	50.84	55.15	SYN.BTC-4MAY24	59188.2286	54.02	0.009	0.0105	0	0.51	0.0001	0.011	"[[0.0105, 0.9], [0.0275, 10.0]]"	"[[0.009, 39.7]]"	0.00714648	BTC-4MAY24-59500-C	0.0102	59430.97	23400026158	1.7147E+12	0.8805	-293.75361	13.7313	0.00021	0.44033	64.69	0.1	0	0.011	0.011	day	4-May-24	59500
103	45.6	16.7	51.76	58.23	SYN.BTC-4MAY24	59188.7771	54.02	0.0145	0.0165	0	0.5155	0.0001	0.0176	"[[0.0165, 16.7], [0.034, 10.0]]"	"[[0.0145, 45.6]]"	0.04244763	BTC-4MAY24-59500-P	0.0155	59430.97	23400032183	1.7147E+12	-1.17694	-293.83223	13.72742	0.00021	-0.55969	145579.69	150	9.3168	0.0153	0.0176	day	4-May-24	59500
104	37.5	11.2	49.11	56.11	SYN.BTC-4MAY24	59188.7771	54.02	0.006	0.0075	0.1	0.507	0.0001	0.009	"[[0.0075, 11.2], [0.024, 10.0]]"	"[[0.006, 37.5]]"	0.00531489	BTC-4MAY24-60000-C	0.0071	59430.97	23400032088	1.7147E+12	0.68035	-272.79701	12.74468	0.00019	0.33956	87.75	0.2	50	0.006	0.009	day	4-May-24	60000
105	70	70	43.18	68.68	SYN.BTC-4MAY24	59188.7771	54.02	0.0185	0.0245	14.4	0.5205	0.0001	0.5385	"[[0.0245, 70.0], [0.039, 10.0]]"	"[[0.0185, 70.0], [0.005, 4.4]]"	0.04933485	BTC-4MAY24-60000-P	0.0208	59430.97	23400035620	1.7147E+12	-1.39317	-272.85827	12.74053	0.00019	-0.66048	136115.96	4.4	0	0.5385	0.5385	day	4-May-24	60000
106	4	39.9	52.05	58.41	SYN.BTC-4MAY24	59189.1271	54.01	0.0044	0.0055	0	0.5045	0.0001		"[[0.0055, 39.9], [0.021, 10.0]]"	"[[0.0044, 4.0]]"		BTC-4MAY24-60500-C	0.0047	59431.31	23400034247	1.7147E+12	0.50185	-236.78172	11.05727	0.00017	0.25006	0	0				day	4-May-24	60500
107	70	70	43.74	72.56	SYN.BTC-4MAY24	59189.1271	54.01	0.025	0.031	0	0.5265	0.0001		"[[0.031, 70.0], [0.044, 10.0]]"	"[[0.025, 70.0]]"		BTC-4MAY24-60500-P	0.0268	59431.31	23400036628	1.7147E+12	-1.58849	-236.78172	11.05727	0.00017	-0.74994	0	0				day	4-May-24	60500
108	5.3	13.3	54.31	58.75	SYN.BTC-4MAY24	59189.1271	54.13	0.003	0.0036	8.4	0.5025	0.0001	0.026	"[[0.0036, 13.3], [0.018, 10.0]]"	"[[0.003, 5.3]]"	0.00334738	BTC-4MAY24-61000-C	0.003	59431.31	23400036620	1.7147E+12	0.35347	-175.95675	8.99477	0.00014	0.17581	0	0				day	4-May-24	61000
109	70	70	42.51	76.75	SYN.BTC-4MAY24	59189.7757	54.11	0.032	0.038	0	0.5335	0.0001		"[[0.038, 70.0], [0.05, 10.0]]"	"[[0.032, 70.0]]"	0.06473279	BTC-4MAY24-61000-P	0.0336	59431.37	23400036603	1.7147E+12	-1.7542	-192.95231	8.99375	0.00014	-0.82422	0	0				day	4-May-24	61000
110	4.2	9	57	62.02	SYN.BTC-4MAY24	59189.7757	54.11	0.0013	0.0018	13.1	0.501	0.0001	0.0029	"[[0.0018, 9.0], [0.014, 10.0]]"	"[[0.0013, 4.2]]"	0.00214292	BTC-4MAY24-62000-C	0.001	59431.37	23400034222	1.7147E+12	0.1503	-62.04834	4.90197	7.00E-05	0.07454	1686.3	10.3	31.8182	0.0022	0.0029	day	4-May-24	62000
111	70	70	29.7	85.95	SYN.BTC-4MAY24	59190.0829	54.1	0.0475	0.053	0	0.5485	0.0001		"[[0.053, 70.0], [0.0625, 10.0]]"	"[[0.0475, 70.0]]"	0.08093275	BTC-4MAY24-62000-P	0.0485	59422.29	23400036625	1.7147E+12	-1.99186	-105.1474	4.90211	7.00E-05	-0.92546	0	0				day	4-May-24	62000
112	0	9.6	0	67.27	SYN.BTC-4MAY24	59190.0829	54.1	0	0.001	6.4	0.5	0.0001	0.0009	"[[0.001, 9.6], [0.011, 10.0]]"	[]	0.00111384	BTC-4MAY24-63000-C	0.0003	59422.29	23400031521	1.7147E+12	0.05229	-18.29058	2.09277	3.00E-05	0.02587	24041.03	52	-94.5455	0.0001	0.0165	day	4-May-24	63000
113	68.8	70	47.47	104.53	SYN.BTC-4MAY24	59190.0829	54.1	0.0645	0.069	0	0.5645	0.0001		"[[0.069, 70.0], [0.0765, 10.0]]"	"[[0.0645, 68.8]]"	0.09729965	BTC-4MAY24-63000-P	0.0647	59422.29	23400037000	1.7147E+12	-2.12451	-44.82888	2.08998	3.00E-05	-0.97417	0	0				day	4-May-24	63000
114	7.1	2.2	61.29	72.91	SYN.BTC-4MAY24	59181.9386	58.64	0.0002	0.0007	0	0.5	0.0001	0.0006	"[[0.0007, 2.2], [0.009, 10.0], [0.02, 2.0]]"	"[[0.0002, 7.1]]"	0.00053837	BTC-4MAY24-64000-C	0.0001	59421.33	23400034229	1.7147E+12	0.02474	-8.45911	1.10548	2.00E-05	0.01224	14.17	0.4	0	0.0006	0.0006	day	4-May-24	64000
115	0	70	0	118.34	SYN.BTC-4MAY24	59181.9386	58.64	0	0.0855	0	0.5815	0.0001		"[[0.0855, 70.0], [0.091, 10.0]]"	[]	0.11414226	BTC-4MAY24-64000-P	0.0816	59421.33	23400034531	1.7147E+12	-2.18653	-25.70078	1.10548	2.00E-05	-0.98776	0	0				day	4-May-24	64000
116	66.5	70	0	97.77	SYN.BTC-5MAY24	59034.7571	95.5	0.102	0.105	3.5	0.6045	0.0001	0.112	"[[0.105, 70.0], [0.1365, 10.0]]"	"[[0.102, 66.5]]"		BTC-5MAY24-53000-C	0.1046	59421.33	23400037517	1.7147E+12	3.01754	-132.11905	6.25609	3.00E-05	0.92976	22936.72	3.5	1.8182	0.1095	0.113	day	5-May-24	53000
117	40.6	1	67.65	74.17	SYN.BTC-5MAY24	59035.2443	95.66	0.0004	0.0007	0	0.502	0.0001	0.0012	"[[0.0007, 1.0], [0.007, 10.0]]"	"[[0.0004, 40.6]]"		BTC-5MAY24-53000-P	0.0024	59421.33	23400037536	1.7147E+12	-0.2678	-133.12346	6.29296	3.00E-05	-0.07079	204.86	2.9	0	0.0012	0.0012	day	5-May-24	53000
118	64.8	70	52.41	88.88	SYN.BTC-5MAY24	59035.2443	69.67	0.085	0.0885	5.2	0.586	0.0001	0.093	"[[0.0885, 70.0], [0.1215, 10.0]]"	"[[0.085, 64.8]]"		BTC-5MAY24-54000-C	0.0864	59419.61	23400036302	1.7147E+12	3.16127	-72.81932	4.72696	3.00E-05	0.95085	28880.25	5.2	-0.5348	0.0925	0.096	day	5-May-24	54000
119	0.1	3.1	66.39	71.52	SYN.BTC-5MAY24	59032.9457	69.75	0.001	0.0013	0	0.501	0.0001	0.0016	"[[0.0013, 3.1], [0.008, 10.0]]"	"[[0.001, 0.1]]"		BTC-5MAY24-54000-P	0.0012	59420.51	23400037551	1.7147E+12	-0.18463	-68.17462	4.74107	3.00E-05	-0.04933	1054.81	11.2	0	0.0016	0.0016	day	5-May-24	54000
120	65.1	70	40.7	77.95	SYN.BTC-5MAY24	59032.9457	69.75	0.0685	0.0725	4.9	0.5705	0.0001	0.0765	"[[0.0725, 70.0], [0.1075, 10.0]]"	"[[0.0685, 65.1]]"		BTC-5MAY24-55000-C	0.0708	59420.51	23400034237	1.7147E+12	3.05474	-120.09362	7.78619	5.00E-05	0.9061	22419.54	4.9	-0.6494	0.076	0.0795	day	5-May-24	55000
121	1.6	13.1	61.6	66.88	SYN.BTC-5MAY24	59032.9457	69.75	0.0015	0.0021	0	0.502	0.0001	0.0022	"[[0.0021, 13.1], [0.0105, 10.0]]"	"[[0.0015, 1.6]]"		BTC-5MAY24-55000-P	0.0025	59420.51	23400037515	1.7147E+12	-0.35241	-120.09362	7.78619	5.00E-05	-0.0939	129.5	1	0	0.0022	0.0022	day	5-May-24	55000
122	67.8	70	30.77	71.42	SYN.BTC-5MAY24	59033.7857	69.81	0.0515	0.0565	2.2	0.556	0.0001	0.0595	"[[0.0565, 70.0], [0.094, 10.0]]"	"[[0.0515, 67.8]]"		BTC-5MAY24-56000-C	0.0562	59417.94	23400036479	1.7147E+12	2.86011	-175.73898	11.38426	8.00E-05	0.83828	7928.84	2.2	-0.8333	0.0595	0.063	day	5-May-24	56000
123	13.3	0.1	55.84	59.07	SYN.BTC-5MAY24	59033.7857	69.81	0.0024	0.0029	0	0.5045	0.0001	0.0032	"[[0.0029, 0.1], [0.0135, 10.0]]"	"[[0.0024, 13.3]]"		BTC-5MAY24-56000-P	0.0048	59417.94	23400036299	1.7147E+12	-0.60899	-175.73898	11.38426	8.00E-05	-0.16172	2392.03	12.7	0	0.0032	0.0032	day	5-May-24	56000
124	68.5	70	24.7	68.01	SYN.BTC-5MAY24	59033.7857	58.08	0.043	0.049	1.5	0.5465	0.0001	0.0535	"[[0.049, 70.0], [0.088, 10.0]]"	"[[0.043, 68.5]]"		BTC-5MAY24-56500-C	0.0469	59420.51	23400037730	1.7147E+12	2.88964	-146.89481	11.43849	9.00E-05	0.8371	4737.94	1.5	2.8846	0.0515	0.055	day	5-May-24	56500
125	2.6	1.7	54.79	57.97	SYN.BTC-5MAY24	59031.2929	58.14	0.0034	0.004	0	0.504	0.0001	0.004	"[[0.004, 1.7], [0.0155, 10.0]]"	"[[0.0034, 2.6]]"		BTC-5MAY24-56500-P	0.004	59413.94	23400037534	1.7147E+12	-0.61136	-147.18946	11.44948	9.00E-05	-0.16314	1648.02	7	0	0.004	0.004	day	5-May-24	56500
126	68.5	70	28.39	63.71	SYN.BTC-5MAY24	59031.2929	58.14	0.0355	0.0415	1.5	0.54	0.0001	0.0445	"[[0.0415, 70.0], [0.082, 10.0]]"	"[[0.0355, 68.5]]"		BTC-5MAY24-57000-C	0.0402	59413.94	23400037886	1.7147E+12	2.72369	-174.54742	13.57758	0.00011	0.78496	4057.22	1.5	-1.1111	0.0445	0.0475	day	5-May-24	57000
127	10.4	7.9	52.1	57.08	SYN.BTC-5MAY24	59027.6157	58.22	0.0043	0.0055	0	0.5055	0.0001	0.0055	"[[0.0055, 7.9], [0.0175, 10.0]]"	"[[0.0043, 10.4]]"		BTC-5MAY24-57000-P	0.0058	59408.5	23400034232	1.7147E+12	-0.8096	-175.07893	13.59869	0.00011	-0.21563	1942.05	6	0	0.0055	0.0055	day	5-May-24	57000
128	69.3	70	35.45	60.49	SYN.BTC-5MAY24	59027.6157	27.13	0.0285	0.0345	0.7	0.5265	0.0001	0.0339	"[[0.0345, 70.0], [0.077, 10.0]]"	"[[0.0285, 69.3]]"		BTC-5MAY24-57500-C	0.027	59408.5	23400033912	1.7147E+12	3.16607	-51.4293	8.57405	0.00015	0.89283	501420.62	250.7	-9.6	0.033	0.0395	day	5-May-24	57500
129	20.9	30	48.55	54.53	SYN.BTC-5MAY24	59027.6157	27.13	0.0055	0.007	0.1	0.501	0.0001	0.0061	"[[0.007, 30.0], [0.0205, 10.0]]"	"[[0.0055, 20.9]]"		BTC-5MAY24-57500-P	0.0011	59408.5	23400036516	1.7147E+12	-0.39595	-51.4293	8.57405	0.00015	-0.10717	256509.02	757	-12.8571	0.0053	0.007	day	5-May-24	57500
130	5.3	70	43.55	57.74	SYN.BTC-5MAY24	59022.1757	20.44	0.024	0.028	0.5	0.518	0.0001	0.0269	"[[0.028, 70.0], [0.0715, 10.0]]"	"[[0.024, 5.3]]"		BTC-5MAY24-58000-C	0.0184	59411.84	23400037925	1.7147E+12	3.09247	-45.77779	10.12641	0.00023	0.86423	812152.52	500.5	-14.6032	0.0259	0.0315	day	5-May-24	58000
131	16.5	0.6	46.84	52.18	SYN.BTC-5MAY24	59022.1757	20.44	0.0075	0.0085	0	0.501	0.0001	0.0075	"[[0.0085, 0.6], [0.0235, 10.0]]"	"[[0.0075, 16.5]]"		BTC-5MAY24-58000-P	0.0011	59411.84	23400032491	1.7147E+12	-0.50082	-45.77913	10.12982	0.00023	-0.1358	347629.14	756	-16.6667	0.0074	0.009	day	5-May-24	58000
132	68.4	70	40.08	53.27	SYN.BTC-5MAY24	59022.1757	48.83	0.0175	0.021	1.6	0.52	0.0001	0.0215	"[[0.021, 70.0], [0.067, 10.0]]"	"[[0.0175, 68.4]]"		BTC-5MAY24-58500-C	0.0201	59411.84	23400037660	1.7147E+12	2.1196	-193.83961	17.95143	0.00017	0.5998	1815366.62	1401.6	-14	0.0206	0.0265	day	5-May-24	58500
133	34.8	15.3	46.37	49.66	SYN.BTC-5MAY24	59025.8457	48.85	0.0105	0.012	0	0.511	0.0001	0.0104	"[[0.012, 15.3], [0.027, 10.0]]"	"[[0.0105, 34.8]]"		BTC-5MAY24-58500-P	0.0112	59409.55	23400037543	1.7147E+12	-1.50789	-194.00879	17.96093	0.00017	-0.40115	161153.83	256	-13.3333	0.0102	0.012	day	5-May-24	58500
134	0	34.6	999	0	SYN.BTC-5MAY24	59025.8457	47.82	0	0.0001	34.6	0.515	0.0001	0.016	"[[0.0001, 34.6]]"	[]		BTC-5MAY24-59000-C	0.0155	59409.55	23399122581	1.7147E+12	1.87847	-192.50676	18.85208	0.00018	0.51155	15716081.52	3130.6	-13.5135	0.0139	0.5165	day	5-May-24	59000
135	4.7	14.7	45.19	49.96	SYN.BTC-5MAY24	59025.8457	47.82	0.014	0.0155	0.7	0.5145	0.0001	0.0127	"[[0.0155, 14.7], [0.031, 10.0]]"	"[[0.014, 4.7]]"		BTC-5MAY24-59000-P	0.0148	59409.55	23400032490	1.7147E+12	-1.84093	-195.87674	18.5279	0.00018	-0.48851	273738.77	350.7	1.6	0.0115	0.0135	day	5-May-24	59000
136	24.3	0.6	44.9	48.15	SYN.BTC-5MAY24	59023.5557	47.07	0.01	0.0115	1.7	0.511	0.0001	0.0125	"[[0.0115, 0.6], [0.0365, 10.0]]"	"[[0.01, 24.3]]"		BTC-5MAY24-59500-C	0.0111	59414.15	23400035377	1.7147E+12	1.50126	-189.16913	18.17607	0.00018	0.42173	2235.46	2.7	-19.3548	0.0125	0.017	day	5-May-24	59500
137	45.5	24.4	44.8	49.67	SYN.BTC-5MAY24	59023.5557	47.07	0.0185	0.0205	1.7	0.519	0.0001	0.0155	"[[0.0205, 24.4], [0.046, 10.0]]"	"[[0.0185, 45.5]]"		BTC-5MAY24-59500-P	0.0192	59414.15	23400038485	1.7147E+12	-2.18466	-189.16913	18.17607	0.00018	-0.57827	1717.61	1.7	-6.0606	0.0155	0.0175	day	5-May-24	59500
138	23.4	55.4	43.33	48.58	SYN.BTC-5MAY24	59027.7486	47.25	0.0075	0.0085	0.2	0.508	0.0001	0.0115	"[[0.0085, 55.4], [0.033, 10.0]]"	"[[0.0075, 23.4]]"		BTC-5MAY24-60000-C	0.0081	59415.07	23400038567	1.7147E+12	1.19952	-177.13997	16.94711	0.00017	0.33628	136.17	0.2	0	0.0115	0.0115	day	5-May-24	60000
139	70	69.7	41.38	53.58	SYN.BTC-5MAY24	59027.7486	47.25	0.023	0.027	0.3	0.5245	0.0001	0.023	"[[0.027, 69.7], [0.051, 10.0]]"	"[[0.023, 70.0]]"		BTC-5MAY24-60000-P	0.0246	59415.07	23400037531	1.7147E+12	-2.51692	-177.11805	16.95022	0.00017	-0.66369	402.04	0.3	4.5455	0.022	0.023	day	5-May-24	60000
140	31.5	65.4	44.42	50.3	SYN.BTC-5MAY24	59027.7486	47.28	0.005	0.0065	0.1	0.5055	0.0001	0.0095	"[[0.0065, 65.4], [0.0295, 10.0]]"	"[[0.005, 31.5]]"		BTC-5MAY24-60500-C	0.0057	59415.07	23400037546	1.7147E+12	0.92739	-157.33638	15.04925	0.00015	0.25935	56.34	0.1	0	0.0095	0.0095	day	5-May-24	60500
141	70	70	38.3	59.71	SYN.BTC-5MAY24	59028.8186	47.43	0.0285	0.034	0	0.5305	0.0001		"[[0.034, 70.0], [0.0565, 10.0]]"	"[[0.0285, 70.0]]"		BTC-5MAY24-60500-P	0.0307	59419.39	23400038197	1.7147E+12	-2.8157	-158.28955	15.09056	0.00015	-0.7393	0	0				day	5-May-24	60500
142	1	7.5	46.24	49	SYN.BTC-5MAY24	59032.3957	47.44	0.0037	0.0044	0	0.5035	0.0001		"[[0.0044, 7.5], [0.027, 10.0]]"	"[[0.0037, 1.0]]"		BTC-5MAY24-61000-C	0.004	59423.71	23400032181	1.7147E+12	0.69746	-134.19599	12.79663	0.00012	0.19463	0	0				day	5-May-24	61000
143	70	70	35.07	62.75	SYN.BTC-5MAY24	59032.3957	47.44	0.0355	0.041	0	0.537	0.0001		"[[0.041, 70.0], [0.062, 10.0]]"	"[[0.0355, 70.0]]"		BTC-5MAY24-61000-P	0.0373	59423.71	23400036513	1.7147E+12	-3.08173	-134.20065	12.79314	0.00012	-0.80541	0	0				day	5-May-24	61000
144	28.4	2	47.49	52.24	SYN.BTC-5MAY24	59033.0214	47.44	0.0018	0.0024	0	0.5015	0.0001	0.0039	"[[0.0024, 2.0], [0.0225, 10.0]]"	"[[0.0018, 28.4]]"		BTC-5MAY24-62000-C	0.0017	59421.63	23400032096	1.7147E+12	0.35131	-84.11138	8.01958	8.00E-05	0.09773	23.09	0.1	0	0.0039	0.0039	day	5-May-24	62000
145	70	69.9	31.51	69.8	SYN.BTC-5MAY24	59033.0214	47.44	0.051	0.056	0.1	0.5515	0.0001	0.047	"[[0.056, 69.9], [0.0745, 10.0]]"	"[[0.051, 70.0]]"		BTC-5MAY24-62000-P	0.052	59421.63	23400037662	1.7147E+12	-3.48971	-84.10202	8.01622	8.00E-05	-0.9023	278.71	0.1	0	0.047	0.047	day	5-May-24	62000
146	28.6	7.5	50.79	55.91	SYN.BTC-5MAY24	59033.0214	47.45	0.0009	0.0014	0	0.5005	0.0001		"[[0.0014, 7.5], [0.019, 10.0]]"	"[[0.0009, 28.6]]"		BTC-5MAY24-63000-C	0.0006	59421.63	23400036605	1.7147E+12	0.1529	-37.62984	4.20137	4.00E-05	0.04245	0	0				day	5-May-24	63000
147	0	68.9	0	75.74	SYN.BTC-5MAY24	59034.0271	47.31	0	0.072	1.1	0.5675	0.0001	0.0655	"[[0.072, 68.9], [0.088, 10.0]]"	[]		BTC-5MAY24-63000-P	0.0678	59422.51	23400036604	1.7147E+12	-3.7514	-43.59149	4.16636	4.00E-05	-0.95799	4256.92	1.1	0	0.0655	0.0655	day	5-May-24	63000
148	39.5	0.1	52.23	57.49	SYN.BTC-5MAY24	59034.0271	47.73	0.0004	0.0007	0	0.5	0.0001		"[[0.0007, 0.1], [0.017, 10.0]]"	"[[0.0004, 39.5]]"		BTC-5MAY24-64000-C	0.0002	59422.51	23400008997	1.7147E+12	0.0599	-13.05802	1.91852	2.00E-05	0.01658	0	0				day	5-May-24	64000
149	0	68.8	0	88.19	SYN.BTC-5MAY24	59034.0271	47.73	0	0.0885	1.2	0.584	0.0001	0.0815	"[[0.0885, 68.8], [0.1025, 10.0]]"	[]		BTC-5MAY24-64000-P	0.0843	59422.51	23400039187	1.7147E+12	-3.90391	-20.16989	1.91026	2.00E-05	-0.98349	5778.24	1.2	0	0.0815	0.0815	day	5-May-24	64000
150	0	0	0	0	BTC-10MAY24	58288.78	100	0	0	0	0.4825	0.2855	0.3045	[]	[]	0.39424214	BTC-10MAY24-35000-C	0.3995	59423.89	23399124003	1.7147E+12	7.03847	-0.26972	0.0396	0	0.99988	1487444.45	68	-23.875	0.3045	0.4155	week	10-May-24	35000
151	0	10	0	446.19	BTC-10MAY24	58288.78	100	0	0.0555	0	0.015	0.0001		"[[0.0555, 10.0]]"	[]	1.07E-05	BTC-10MAY24-35000-P	0	59423.89	23399923155	1.7147E+12	-0.00138	-0.23614	0.03711	0	-0.00011	0	0				week	10-May-24	35000
