	best_bid_amount	best_ask_amount	bid_iv	ask_iv	underlying_index	underlying_price	mark_iv	best_bid_price	best_ask_price	open_interest	max_price	min_price	last_price	asks	bids	settlement_price	instrument_name	mark_price	index_price	change_id	timestamp	greeks.rho	greeks.theta	greeks.vega	greeks.gamma	greeks.delta	stats.volume_usd	stats.volume	stats.price_change	stats.low	stats.high	settlement_period	Expiration Date	Strike Price
807	100	7.7	0	38.08	BTC-27SEP24	57461.54	71.02	0.005	0.57	340.6	0.937	0.397	0.57	"[[0.57, 7.7], [0.6095, 17.1]]"	"[[0.005, 100.0]]"	0.50866858	BTC-27SEP24-90000-P	0.613	59367.44	23400071559	1.7147E+12	-322.72453	-26.12431	108.33026	1.00E-05	-0.77907	581108.24	17.3	0	0.57	0.57	month	27-Sep-24	90000
808	1.5	14.7	63.46	64.47	BTC-27SEP24	57461.54	71.02	0.0255	0.0275	211.9	0.133	0.006	0.0455	"[[0.0275, 14.7], [0.2245, 5.1]]"	"[[0.0255, 1.5]]"	0.04864189	BTC-27SEP24-95000-C	0.038	59367.44	23400063077	1.7147E+12	34.54027	-23.65356	98.08521	1.00E-05	0.18703	264.89	0.1	0	0.0455	0.0455	month	27-Sep-24	95000
809	21.9	22.8	56.93	70.54	BTC-27SEP24	57461.39	71.02	0.6705	0.691	219.3	1.031	0.462	0.4685	"[[0.691, 22.8]]"	"[[0.6705, 21.9]]"	0.58394795	BTC-27SEP24-95000-P	0.6913	59367.28	23400071544	1.7147E+12	-348.73474	-23.65239	98.08174	1.00E-05	-0.81298	0	0				month	27-Sep-24	95000
810	1.5	13	63.99	65.5	BTC-27SEP24	57461.39	71.02	0.021	0.0225	278.1	0.1195	0.0041	0.0335	"[[0.0225, 13.0]]"	"[[0.021, 1.5]]"	0.03999134	BTC-27SEP24-100000-C	0.031	59367.28	23400064046	1.7147E+12	29.45483	-21.24085	88.08197	1.00E-05	0.15802	0	0				month	27-Sep-24	100000
811	22.8	23.7	56.77	72.44	BTC-27SEP24	57460.24	71.02	0.7535	0.7735	405.2	1.1265	0.529	0.582	"[[0.7735, 23.7], [1.0, 16.5]]"	"[[0.7535, 22.8], [0.05, 19.0], [0.005, 100.0]]"	0.6561041	BTC-27SEP24-100000-P	0.7713	59366.09	23400072107	1.7147E+12	-373.99428	-21.23874	88.07402	1.00E-05	-0.842	0	0				month	27-Sep-24	100000
812	1.6	16	65.32	66.99	BTC-27SEP24	57460.24	71.02	0.018	0.0195	317.2	0.1075	0.0029	0.0515	"[[0.0195, 16.0]]"	"[[0.018, 1.6]]"	0.03289938	BTC-27SEP24-105000-C	0.0252	59366.09	23400041883	1.7147E+12	25.05712	-18.94493	78.56342	1.00E-05	0.13332	0	0				month	27-Sep-24	105000
813	7.9	5.4	56.43	74.14	BTC-27SEP24	57460.24	71.02	0.8365	0.8575	85.5	1.2235	0.5975	0.6835	"[[0.8575, 5.4]]"	"[[0.8365, 7.9]]"	0.72981793	BTC-27SEP24-105000-P	0.8525	59366.09	23400072097	1.7147E+12	-398.56174	-18.9448	78.5614	1.00E-05	-0.86669	47755.14	1.2	0	0.6835	0.6835	month	27-Sep-24	105000
814	1.6	12	66.53	67.47	BTC-27SEP24	57459.36	71.02	0.015	0.0165	453.7	0.0965	0.0021	0.0275	"[[0.0165, 12.0]]"	"[[0.015, 1.6]]"	0.02991252	BTC-27SEP24-110000-C	0.0206	59365.18	23400011701	1.7147E+12	21.27833	-16.80351	69.68511	1.00E-05	0.11237	106421.66	43.8	-11.2903	0.0275	0.1165	month	27-Sep-24	110000
815	21.7	22.4	54.56	75.68	BTC-27SEP24	57459.36	71.02	0.9205	0.941	260.5	1.321	0.6675	0.8155	"[[0.941, 22.4]]"	"[[0.9205, 21.7]]"	0.80763695	BTC-27SEP24-110000-P	0.9349	59365.18	23400072106	1.7147E+12	-422.51364	-16.80318	69.68114	1.00E-05	-0.88763	0	0				month	27-Sep-24	110000
816	1.7	17	67.9	70.19	BTC-27SEP24	57459.36	71.02	0.011	0.0125	229.7	0.0785	0.0001	0.0023	"[[0.0125, 17.0]]"	"[[0.011, 1.7], [0.002, 1.2]]"	0.02078287	BTC-27SEP24-120000-C	0.0138	59365.18	23400010055	1.7147E+12	15.29207	-13.05056	54.12168	1.00E-05	0.07973	1750.7	13.2	0	0.002	0.0023	month	27-Sep-24	120000
817	15.7	15.9	55.31	76.81	BTC-27SEP24	57451.33	71.02	1.0925	1.1085	176.9	1.5185	0.811	0.789	"[[1.1085, 15.9]]"	"[[1.0925, 15.7]]"	0.96002116	BTC-27SEP24-120000-P	1.1022	59356.89	23400072105	1.7147E+12	-468.85513	-13.04244	54.08588	1.00E-05	-0.92032	0	0				month	27-Sep-24	120000
818	1.7	19	69.94	72.02	BTC-27SEP24	57451.33	72.02	0.008	0.01	267	0.067	0.0001	0.0195	"[[0.01, 19.0]]"	"[[0.008, 1.7]]"	0.01437586	BTC-27SEP24-130000-C	0.01	59356.89	23400063718	1.7147E+12	11.54313	-10.60067	43.35306	0	0.05979	0	0				month	27-Sep-24	130000
819	2.6	17.4	55.06	82.97	BTC-27SEP24	57451.33	72.02	1.265	1.283	134.5	1.7205	0.9575	1.0855	"[[1.283, 17.4]]"	"[[1.265, 2.6]]"	1.11532425	BTC-27SEP24-130000-P	1.2724	59356.89	23400072245	1.7147E+12	-512.93629	-10.60061	43.35264	0	-0.94021	2788521.76	40.2	-0.3671	1.0855	1.4985	month	27-Sep-24	130000
820	8.8	0	0	44.6	BTC-27SEP24	57450.38	76.84	0.072	0	298.1	0.068	0.0001	0.0135	[]	"[[0.072, 8.8]]"	0.01004781	BTC-27SEP24-140000-C	0.01	59355.91	23399125427	1.7147E+12	10.90056	-10.88904	41.76246	0	0.057	15352.96	31	12.5	0.0001	0.0135	month	27-Sep-24	140000
821	17.4	17.9	45.1	84.15	BTC-27SEP24	57450.38	76.84	1.4375	1.4535	75	1.93	1.107	1.065	"[[1.4535, 17.9]]"	"[[1.4375, 17.4]]"	1.27260728	BTC-27SEP24-140000-P	1.4465	59355.91	23400072678	1.7147E+12	-553.94143	-10.88199	41.71162	0	-0.94307	0	0				month	27-Sep-24	140000
822	0	0	0	0	BTC-27SEP24	57451.1	77.38	0	0	0.7	0.0575	0.0001	0.005	[]	[]	0.00733209	BTC-27SEP24-150000-C	0.0079	59356.65	23371621156	1.7147E+12	8.93013	-9.12737	35.35322	0	0.04574	0	0				month	27-Sep-24	150000
823	0	0	0	0	BTC-27SEP24	57451.1	77.38	0	0	0	2.1325	1.2555	1.0055	[]	[]	1.43150556	BTC-27SEP24-150000-P	1.6188	59356.65	23371623849	1.7147E+12	-606.93174	-9.12737	35.35322	0	-0.95426	0	0				month	27-Sep-24	150000
824	21.1	7.9	75.06	78.59	BTC-27SEP24	57451.1	77.38	0.0043	0.006	285.4	0.049	0.0001	0.009	"[[0.006, 7.9]]"	"[[0.0043, 21.1]]"	0.00499588	BTC-27SEP24-160000-C	0.0054	59356.65	23400042449	1.7147E+12	6.39888	-7.06218	26.87964	0	0.03302	0	0				month	27-Sep-24	160000
825	0	8.2	0	86.81	BTC-27SEP24	57451.04	77.28	0	1.7965	47.5	2.3355	1.4035	1.5375	"[[1.7965, 8.2], [2.25, 3.9]]"	[]	1.59077943	BTC-27SEP24-160000-P	1.7904	59356.59	23400072515	1.7147E+12	-639.15395	-7.01506	26.73344	0	-0.9672	913029.81	10.3	0	1.5375	1.5375	month	27-Sep-24	160000
826	0	0	0	0	BTC-27SEP24	57451.04	79.8	0	0	0	0.048	0.0001	0.0965	[]	[]	0.0037178	BTC-27SEP24-170000-C	0.0052	59356.59	23371621700	1.7147E+12	6.0875	-6.85836	25.7578	0	0.03103	0	0				month	27-Sep-24	170000
827	0	0	0	0	BTC-27SEP24	57451.04	79.8	0	0	0	2.5425	1.5535	1.3065	[]	[]	1.7511144	BTC-27SEP24-170000-P	1.9643	59356.59	23371623519	1.7147E+12	-691.88929	-6.85836	25.7578	0	-0.96897	0	0				month	27-Sep-24	170000
828	0	4.4	0	0	BTC-27DEC24	57477.69	80.9	0	0.8205	58.9	0.852	0.793	0.8675	"[[0.8205, 4.4], [0.83, 4.4]]"	[]	0.84221446	BTC-27DEC24-10000-C	0.8263	59356.54	23400063115	1.7147E+12	64.66142	-0.34695	2.04359	0	0.99866	0	0				month	27-Dec-24	10000
829	7.8	2.2	88.97	101.58	BTC-27DEC24	57477.69	80.9	0.0007	0.002	115	0.015	0.0001	0.0011	"[[0.002, 2.2]]"	"[[0.0007, 7.8]]"	0.00017101	BTC-27DEC24-10000-P	0.0003	59356.54	23400072138	1.7147E+12	-0.61482	-0.34695	2.04357	0	-0.00134	0	0				month	27-Dec-24	10000
830	0	3.6	0	94.94	BTC-27DEC24	57476.7	80.9	0	0.7445	67.4	0.783	0.691	0.7865	"[[0.7445, 3.6]]"	[]	0.76451861	BTC-27DEC24-15000-C	0.7414	59356.79	23400063477	1.7147E+12	93.80636	-1.84298	10.85563	0	0.99139	0	0				month	27-Dec-24	15000
831	0.3	2	75.8	86.69	BTC-27DEC24	57475.53	80.9	0.0014	0.0036	113	0.0215	0.0001	0.002	"[[0.0036, 2.0]]"	"[[0.0014, 0.3]]"	0.00145536	BTC-27DEC24-15000-P	0.0023	59356.79	23400068431	1.7147E+12	-4.10829	-1.84307	10.85622	0	-0.00861	0	0				month	27-Dec-24	15000
832	2.6	3	60.11	82.22	BTC-27DEC24	57475.53	74.36	0.653	0.661	129.8	0.714	0.59	0.679	"[[0.661, 3.0]]"	"[[0.653, 2.6]]"	0.68797739	BTC-27DEC24-20000-C	0.6575	59356.79	23400072490	1.7147E+12	121.07485	-3.48147	22.31051	0	0.98018	0	0				month	27-Dec-24	20000
833	8	9.7	70.3	78.08	BTC-27DEC24	57475.65	74.36	0.0041	0.007	67.8	0.037	0.0001	0.002	"[[0.007, 9.7]]"	"[[0.0041, 8.0]]"	0.00389304	BTC-27DEC24-20000-P	0.0054	59356.91	23399364589	1.7147E+12	-9.48446	-3.48208	22.3217	0	-0.01983	0	0				month	27-Dec-24	20000
834	2.5	2.6	64.73	75.55	BTC-27DEC24	57475.65	69.41	0.5725	0.58	230.7	0.647	0.493	0.64	"[[0.58, 2.6]]"	"[[0.5725, 2.5]]"	0.61280734	BTC-27DEC24-25000-C	0.576	59356.91	23400073201	1.7147E+12	144.53849	-5.68608	39.03418	0	0.9612	0	0				month	27-Dec-24	25000
835	25.3	9.6	67.25	72.35	BTC-27DEC24	57475.65	69.41	0.009	0.013	1427.6	0.0585	0.0001	0.0125	"[[0.013, 9.6]]"	"[[0.009, 25.3]]"	0.0077017	BTC-27DEC24-25000-P	0.0109	59356.91	23399917353	1.7147E+12	-18.65492	-5.68631	39.03844	0	-0.0388	0	0				month	27-Dec-24	25000
836	2.3	2.2	63.27	71.05	BTC-27DEC24	57476.51	67.05	0.4955	0.5035	156	0.585	0.403	0.5545	"[[0.5035, 2.2]]"	"[[0.4955, 2.3], [0.0165, 0.1]]"	0.54341764	BTC-27DEC24-30000-C	0.4994	59359.14	23400071607	1.7147E+12	161.29774	-8.83321	62.78031	0	0.92937	0	0				month	27-Dec-24	30000
837	12.4	28.6	65.27	68.48	BTC-27DEC24	57476.51	67.05	0.0195	0.0235	46.3	0.09	0.004	0.0095	"[[0.0235, 28.6]]"	"[[0.0195, 12.4]]"	0.01729191	BTC-27DEC24-30000-P	0.0214	59359.14	23400072483	1.7147E+12	-34.53045	-8.83321	62.78031	0	-0.07063	0	0				month	27-Dec-24	30000
838	1.5	1.3	63.16	69.06	BTC-27DEC24	57476.51	65.98	0.4665	0.4745	88.1	0.561	0.369	0.528	"[[0.4745, 1.3]]"	"[[0.4665, 1.5]]"	0.51714411	BTC-27DEC24-32000-C	0.47	59359.14	23400067854	1.7147E+12	166.54537	-10.10282	72.96327	1.00E-05	0.91389	0	0				month	27-Dec-24	32000
839	1.4	7	64.59	67.73	BTC-27DEC24	57474.39	65.98	0.025	0.0285	352.6	0.104	0.0055	0.029	"[[0.0285, 7.0]]"	"[[0.025, 1.4]]"	0.0226089	BTC-27DEC24-32000-P	0.0267	59358.57	23399924238	1.7147E+12	-42.34504	-10.10265	72.96939	1.00E-05	-0.08612	0	0				month	27-Dec-24	32000
840	1.9	2	63.34	68.44	BTC-27DEC24	57474.39	65.55	0.4385	0.4465	115.5	0.5385	0.3375	0.526	"[[0.4465, 2.0]]"	"[[0.4385, 1.9]]"	0.49178276	BTC-27DEC24-34000-C	0.4422	59358.57	23400072905	1.7147E+12	170.05899	-11.57764	84.16768	1.00E-05	0.89546	3410.41	0.1	0	0.526	0.526	month	27-Dec-24	34000
841	1.4	7	64	66.74	BTC-27DEC24	57474.39	65.55	0.032	0.0355	394.1	0.121	0.0075	0.024	"[[0.0355, 7.0], [0.047, 12.5]]"	"[[0.032, 1.4]]"	0.0288391	BTC-27DEC24-34000-P	0.0337	59358.57	23400071767	1.7147E+12	-51.88038	-11.57783	84.16836	1.00E-05	-0.10454	0	0				month	27-Dec-24	34000
842	2	2	62.97	67.77	BTC-27DEC24	57472.2	65.24	0.4245	0.4325	184	0.527	0.322	0.4845	"[[0.4325, 2.0]]"	"[[0.4245, 2.0]]"	0.47945579	BTC-27DEC24-35000-C	0.4285	59357.79	23400072475	1.7147E+12	171.55801	-12.27897	89.6858	1.00E-05	0.88579	0	0				month	27-Dec-24	35000
843	1.4	7	63.63	66.52	BTC-27DEC24	57470.73	65.24	0.0355	0.0395	595.9	0.1295	0.009	0.0275	"[[0.0395, 7.0]]"	"[[0.0355, 1.4]]"	0.0323079	BTC-27DEC24-35000-P	0.0375	59358.57	23400072142	1.7147E+12	-56.91224	-12.2795	89.68918	1.00E-05	-0.11422	0	0				month	27-Dec-24	35000
844	1.9	2	62.76	67.58	BTC-27DEC24	57470.48	65.09	0.4115	0.419	105.8	0.5165	0.3075	0.5025	"[[0.419, 2.0]]"	"[[0.4115, 1.9]]"	0.46736491	BTC-27DEC24-36000-C	0.4153	59358.57	23400072495	1.7147E+12	172.60013	-13.02681	95.36174	1.00E-05	0.87541	0	0				month	27-Dec-24	36000
845	1.4	7	64.04	65.85	BTC-27DEC24	57470.48	65.09	0.04	0.0435	523.1	0.139	0.0105	0.03	"[[0.0435, 7.0]]"	"[[0.04, 1.4]]"	0.03601279	BTC-27DEC24-36000-P	0.0417	59357.54	23400072317	1.7147E+12	-62.39229	-13.02646	95.36064	1.00E-05	-0.12458	0	0				month	27-Dec-24	36000
846	1.7	1.4	62.45	67.04	BTC-27DEC24	57469.17	64.52	0.3855	0.3935	133.1	0.495	0.279	0.4495	"[[0.3935, 1.4]]"	"[[0.3855, 1.7]]"	0.44390041	BTC-27DEC24-38000-C	0.3893	59357.58	23400072500	1.7147E+12	174.36761	-14.3884	106.26729	1.00E-05	0.8541	10469.23	0.4	0	0.4495	0.4495	month	27-Dec-24	38000
847	1.3	6	63.15	65.59	BTC-27DEC24	57469.17	64.52	0.0485	0.0525	307.4	0.158	0.0135	0.036	"[[0.0525, 6.0], [0.06, 0.1], [0.0615, 4.6]]"	"[[0.0485, 1.3]]"	0.04414166	BTC-27DEC24-38000-P	0.0505	59358.57	23400009332	1.7147E+12	-73.68456	-14.38832	106.26946	1.00E-05	-0.1459	0	0				month	27-Dec-24	38000
848	0.9	1.7	62.58	66.26	BTC-27DEC24	57469.17	64.3	0.3615	0.3685	177.4	0.475	0.253	0.4795	"[[0.3685, 1.7]]"	"[[0.3615, 0.9], [0.0005, 250.0]]"	0.4214035	BTC-27DEC24-40000-C	0.365	59357.58	23400073553	1.7147E+12	174.73331	-15.80871	117.14938	1.00E-05	0.83078	0	0				month	27-Dec-24	40000
849	9.3	26.2	63.31	65.03	BTC-27DEC24	57469.96	64.3	0.059	0.063	1362.9	0.1785	0.0175	0.048	"[[0.063, 26.2], [0.095, 22.5]]"	"[[0.059, 9.3]]"	0.05323448	BTC-27DEC24-40000-P	0.061	59357.58	23400071577	1.7147E+12	-86.36502	-15.80768	117.14617	1.00E-05	-0.16921	0	0				month	27-Dec-24	40000
850	1.7	1.7	62.35	65.73	BTC-27DEC24	57469.96	63.79	0.338	0.345	152.3	0.4545	0.228	0.438	"[[0.345, 1.7]]"	"[[0.338, 1.7]]"	0.39986574	BTC-27DEC24-42000-C	0.3412	59359.64	23400073550	1.7147E+12	174.66877	-17.04197	127.29869	1.00E-05	0.80679	0	0				month	27-Dec-24	42000
851	9.3	8	62.89	64.47	BTC-27DEC24	57469.96	63.79	0.07	0.074	760.2	0.1995	0.0225	0.0375	"[[0.074, 8.0]]"	"[[0.07, 9.3]]"	0.06329028	BTC-27DEC24-42000-P	0.072	59359.64	23400072478	1.7147E+12	-99.4907	-17.04197	127.29869	1.00E-05	-0.19321	4488.62	1.9	0	0.0375	0.0375	month	27-Dec-24	42000
852	1.4	0.8	62.28	65.42	BTC-27DEC24	57467.98	63.5	0.316	0.323	233.7	0.436	0.2055	0.3835	"[[0.323, 0.8]]"	"[[0.316, 1.4]]"	0.37928476	BTC-27DEC24-44000-C	0.3189	59358.98	23400073552	1.7147E+12	173.51352	-18.25017	136.9623	1.00E-05	0.78143	2272.12	0.1	0	0.3835	0.3835	month	27-Dec-24	44000
853	9.2	8	62.43	64.32	BTC-27DEC24	57467.98	63.5	0.0825	0.0865	621.1	0.2225	0.028	0.0585	"[[0.0865, 8.0], [0.0925, 4.7]]"	"[[0.0825, 9.2]]"	0.07429884	BTC-27DEC24-44000-P	0.0845	59358.98	23400063114	1.7147E+12	-113.70473	-18.25094	136.96355	1.00E-05	-0.21857	0	0				month	27-Dec-24	44000
854	1.5	1.5	62.27	65.31	BTC-27DEC24	57467.98	63.45	0.305	0.313	113	0.427	0.195	0.3775	"[[0.313, 1.5]]"	"[[0.305, 1.5]]"	0.3693482	BTC-27DEC24-45000-C	0.3084	59358.98	23400072486	1.7147E+12	172.53388	-18.84786	141.55193	1.00E-05	0.76834	0	0				month	27-Dec-24	45000
855	9.2	13	62.66	63.87	BTC-27DEC24	57468.2	63.45	0.0895	0.0925	372.4	0.2345	0.031	0.063	"[[0.0925, 13.0], [0.093, 17.0], [0.0935, 30.2], [0.094, 31.4], [0.0945, 51.6], [0.095, 15.0], [0.0955, 26.4], [0.096, 27.4], [0.0965, 48.4], [0.097, 21.4], [0.0975, 16.6], [0.098, 39.0], [0.0985, 57.0], [0.099, 16.0], [0.0995, 23.0], [0.1, 25.6], [0.1015, 16.2], [0.102, 90.4], [0.1025, 15.7], [0.103, 32.5]]"	"[[0.0895, 9.2]]"	0.08015783	BTC-27DEC24-45000-P	0.0914	59360.39	23400073853	1.7147E+12	-121.20756	-18.84783	141.5517	1.00E-05	-0.23166	26742.99	7	0	0.063	0.063	month	27-Dec-24	45000
856	0	0	132.36	0	BTC-27DEC24	57468.2	63.45	0	0	357.6	0.4185	0.185	0.3615	[]	[]	0.35964471	BTC-27DEC24-46000-C	0.2984	59360.39	23399122210	1.7147E+12	171.38322	-19.42825	145.96754	1.00E-05	0.75506	736048.73	31.8	1.831	0.3465	0.4735	month	27-Dec-24	46000
857	9.2	7.3	62.54	64.11	BTC-27DEC24	57462.8	63.44	0.0965	0.101	412.9	0.247	0.0345	0.07	"[[0.101, 7.3]]"	"[[0.0965, 9.2]]"	0.08625011	BTC-27DEC24-46000-P	0.0988	59355.94	23400072141	1.7147E+12	-128.95207	-19.43128	145.9429	1.00E-05	-0.24498	0	0				month	27-Dec-24	46000
858	1.1	1.5	62.14	64.94	BTC-27DEC24	57462.8	63.41	0.275	0.283	550.8	0.4015	0.167	0.342	"[[0.283, 1.5]]"	"[[0.275, 1.1], [0.15, 5.9], [0.0005, 250.0]]"	0.34092695	BTC-27DEC24-48000-C	0.2789	59355.94	23400073434	1.7147E+12	168.53121	-20.49406	154.01559	1.00E-05	0.7282	0	0				month	27-Dec-24	48000
859	9.2	14.2	62.39	64.26	BTC-27DEC24	57462.8	63.41	0.112	0.1165	730.4	0.273	0.0425	0.0595	"[[0.1165, 14.2]]"	"[[0.112, 9.2]]"	0.09912437	BTC-27DEC24-48000-P	0.1142	59355.94	23400073551	1.7147E+12	-144.7939	-20.49406	154.01559	1.00E-05	-0.2718	0	0				month	27-Dec-24	48000
860	74.4	23.7	0	45.94	BTC-27DEC24	57460.16	63.3	0.005	0.212	718.1	0.385	0.1495	0.3225	"[[0.212, 23.7], [0.2645, 1.3]]"	"[[0.005, 74.4]]"	0.3231105	BTC-27DEC24-50000-C	0.2604	59353.9	23400071083	1.7147E+12	165.30146	-21.40548	161.13874	1.00E-05	0.70112	528712.56	27.7	-3.0075	0.32	0.3325	month	27-Dec-24	50000
861	8	2.4	62.56	63.98	BTC-27DEC24	57460.16	63.3	0.1285	0.133	493	0.299	0.0515	0.0845	"[[0.133, 2.4]]"	"[[0.1285, 8.0]]"	0.1128974	BTC-27DEC24-50000-P	0.1306	59355.94	23400073932	1.7147E+12	-161.07887	-21.40548	161.13874	1.00E-05	-0.29888	27918.38	5.6	-1.1696	0.0845	0.086	month	27-Dec-24	50000
862	0.1	0	0	46.37	BTC-27DEC24	57460.16	63.23	0.4255	0	1020.5	0.3695	0.1345	0.31	[]	"[[0.4255, 0.1]]"	0.2928691	BTC-27DEC24-52000-C	0.2432	59353.9	23399123033	1.7147E+12	161.64961	-22.19521	167.33402	1.00E-05	0.67397	119045.63	8	25.4045	0.194	0.31	month	27-Dec-24	52000
863	8.1	8	62.34	63.88	BTC-27DEC24	57458.43	63.22	0.1455	0.1505	805.4	0.3265	0.061	0.098	"[[0.1505, 8.0]]"	"[[0.1455, 8.1]]"	0.11425064	BTC-27DEC24-52000-P	0.1481	59353.01	23400072140	1.7147E+12	-177.83519	-22.1974	167.3051	1.00E-05	-0.32606	42375.4	7.4	0	0.097	0.0985	month	27-Dec-24	52000
864	1.3	1.3	62.38	64.71	BTC-27DEC24	57458.43	63.3	0.2245	0.231	993.4	0.355	0.1205	0.3344	"[[0.231, 1.3]]"	"[[0.2245, 1.3]]"	0.27621608	BTC-27DEC24-54000-C	0.2273	59353.01	23400064240	1.7147E+12	157.41251	-22.91336	172.48968	1.00E-05	0.64695	0	0				month	27-Dec-24	54000
865	8	8	62.44	63.94	BTC-27DEC24	57457.86	63.3	0.1645	0.1695	346.3	0.3555	0.072	0.1105	"[[0.1695, 8.0]]"	"[[0.1645, 8.0]]"	0.12918791	BTC-27DEC24-54000-P	0.1671	59353.29	23400073195	1.7147E+12	-195.07804	-22.91198	172.48953	1.00E-05	-0.35306	58606.72	9	-0.8969	0.1105	0.112	month	27-Dec-24	54000
866	1.3	1.3	62.28	64.58	BTC-27DEC24	57457.86	63.42	0.2165	0.223	901.3	0.3485	0.1145	0.322	"[[0.223, 1.3]]"	"[[0.2165, 1.3]]"	0.26821908	BTC-27DEC24-55000-C	0.22	59353.29	23400073937	1.7147E+12	155.15758	-23.25024	174.70745	1.00E-05	0.63364	0	0				month	27-Dec-24	55000
867	8	9.1	62.54	64.18	BTC-27DEC24	57457.86	63.42	0.1745	0.18	1546.6	0.3705	0.078	0.1175	"[[0.18, 9.1]]"	"[[0.1745, 8.0]]"	0.13711546	BTC-27DEC24-55000-P	0.1772	59353.29	23400073918	1.7147E+12	-203.86078	-23.25024	174.70745	1.00E-05	-0.36636	60240.92	10.2	95.8333	0.06	0.119	month	27-Dec-24	55000
868	1.3	5.2	62.43	64.54	BTC-27DEC24	57456.35	63.34	0.209	0.216	606	0.3415	0.1085	0.2528	"[[0.216, 5.2]]"	"[[0.209, 1.3]]"	0.26043747	BTC-27DEC24-56000-C	0.2123	59352.69	23400073928	1.7147E+12	152.9829	-23.49131	176.71985	1.00E-05	0.62022	0	0				month	27-Dec-24	56000
869	9.1	9.1	62.38	64.16	BTC-27DEC24	57456.35	63.34	0.184	0.19	650.1	0.3845	0.084	0.1173	"[[0.19, 9.1]]"	"[[0.184, 9.1]]"	0.14499812	BTC-27DEC24-56000-P	0.187	59352.69	23400073917	1.7147E+12	-212.56307	-23.49131	176.71985	1.00E-05	-0.37978	750439.5	107.2	-6.5339	0.1173	0.126	month	27-Dec-24	56000
870	1.3	5.2	62.48	64.55	BTC-27DEC24	57456.35	63.3	0.195	0.202	507.4	0.3275	0.097	0.2586	"[[0.202, 5.2]]"	"[[0.195, 1.3]]"	0.24559682	BTC-27DEC24-58000-C	0.1981	59352.69	23400072484	1.7147E+12	148.40829	-23.91866	180.05145	1.00E-05	0.59379	1530523.46	100	0.2714	0.2579	0.2589	month	27-Dec-24	58000
871	19.3	7.8	62.16	64.23	BTC-27DEC24	57453.23	63.3	0.204	0.211	144.4	0.4145	0.097	0.1405	"[[0.211, 7.8]]"	"[[0.204, 19.3]]"	0.16174893	BTC-27DEC24-58000-P	0.2075	59350.45	23400073548	1.7147E+12	-230.20675	-23.91694	180.04675	1.00E-05	-0.40626	43083.04	5.2	-1.0563	0.1405	0.1425	month	27-Dec-24	58000
872	1.1	6.1	62.56	64.6	BTC-27DEC24	57453.23	63.28	0.1825	0.1885	477.2	0.3145	0.087	0.2491	"[[0.1885, 6.1]]"	"[[0.1825, 1.1], [0.173, 0.1], [0.0165, 0.1]]"	0.23175918	BTC-27DEC24-60000-C	0.1848	59350.45	23400073446	1.7147E+12	143.64225	-24.2346	182.50232	1.00E-05	0.5678	0	0				month	27-Dec-24	60000
873	13	8	62.13	64.34	BTC-27DEC24	57451.64	63.28	0.226	0.2325	447.9	0.445	0.111	0.157	"[[0.2325, 8.0]]"	"[[0.226, 13.0]]"	0.17950248	BTC-27DEC24-60000-P	0.2291	59350.45	23400074351	1.7147E+12	-248.02523	-24.23697	182.49765	1.00E-05	-0.4322	48070.24	5.2	-0.9464	0.157	0.159	month	27-Dec-24	60000
874	1.1	5	62.67	64.55	BTC-27DEC24	57451.64	63.41	0.1705	0.176	126.4	0.303	0.078	0.271	"[[0.176, 5.0]]"	"[[0.1705, 1.1], [0.001, 32.0]]"	0.2180032	BTC-27DEC24-62000-C	0.1729	59349.53	23400072328	1.7147E+12	138.72861	-24.50023	184.11228	1.00E-05	0.54278	0	0				month	27-Dec-24	62000
875	8	9.1	62.31	64.34	BTC-27DEC24	57451.64	63.41	0.2485	0.2555	257	0.477	0.1265	0.172	"[[0.2555, 9.1]]"	"[[0.2485, 8.0]]"	0.19734063	BTC-27DEC24-62000-P	0.252	59349.53	23400073924	1.7147E+12	-265.983	-24.50023	184.11228	1.00E-05	-0.45722	39561.98	3.9	-1.7143	0.1695	0.175	month	27-Dec-24	62000
876	0	0	0	0	BTC-27DEC24	57453.24	61.82	0	0	0.4	0.2845	0.066	0.2603	[]	[]	0.20878089	BTC-27DEC24-64000-C	0.1573	59351.88	23371622939	1.7147E+12	135.40522	-23.88014	186.06946	1.00E-05	0.51445	0	0				month	27-Dec-24	64000
877	0	0	62.52	0	BTC-27DEC24	57453.24	61.82	0	0	3	0.5015	0.138	0.1958	[]	[]	0.21971046	BTC-27DEC24-64000-P	0.2703	59351.88	23398362751	1.7147E+12	-284.00799	-24.00329	185.14544	1.00E-05	-0.48649	0	0				month	27-Dec-24	64000
878	1.1	5	62.84	64.54	BTC-27DEC24	57453.24	63.48	0.154	0.159	521.5	0.286	0.066	0.2145	"[[0.159, 5.0]]"	"[[0.154, 1.1], [0.005, 100.0]]"	0.19950304	BTC-27DEC24-65000-C	0.1561	59351.88	23400072146	1.7147E+12	131.34842	-24.66539	185.16013	1.00E-05	0.5063	48929.02	3.8	2.8777	0.2085	0.2325	month	27-Dec-24	65000
